,wavelengths,intensities
0,247.76552,-11.259210505240997
1,247.8419916626033,-14.355312868417503
2,247.9184570784132,-17.451338252997118
3,247.9949162474297,-22.61121081777636
4,248.0713691696528,-8.16303068345025
5,248.1478158450825,-16.419338314797557
6,248.22425627371882,-27.770873183748215
7,248.30069045556172,-22.61121081777636
8,248.3771183906112,-10.22715919470772
9,248.4535400788673,-16.419338314797557
10,248.52995552033002,-29.834679793153413
11,248.6063647149993,3.1902989787087552
12,248.68276766287522,-8.16303068345025
13,248.7591643639577,-14.355312868417503
14,248.8355548182468,-9.19509925997116
15,248.9119390257425,21.770793894615995
16,248.9883169864448,-1.9704367705708965
17,249.0646887003537,18.67384161864746
18,249.1410541674692,19.706149931042283
19,249.2174133877913,5.254655094004594
20,249.29376636132,14.544699129583504
21,249.37011308805532,38.28927194628853
22,249.44645356799722,43.45178596279735
23,249.5227878011457,40.354249308802444
24,249.5991157875008,55.84278716270971
25,249.6754375270625,86.82640000527252
26,249.7517530198308,80.62896799878969
27,249.82806226580573,97.15625457520706
28,249.9043652649872,76.49754538696293
29,249.9806620173753,87.85934027054145
30,250.05695252297002,93.02419200563348
31,250.1332367817713,98.18929547633144
32,250.20951479377922,117.81900888325745
33,250.2857865589937,109.55341610913243
34,250.3620520774148,107.48712057038253
35,250.43831134904252,129.18527910227508
36,250.51456437387682,155.02242540302737
37,250.59081115191773,163.29171195228082
38,250.6670516831652,163.29171195228082
39,250.7432859676193,130.2186388062061
40,250.81951400528,121.95205278779277
41,250.8957357961473,135.38559415899496
42,250.9719513402212,121.95205278779277
43,251.0481606375017,142.6197724481288
44,251.1243636879888,133.31878061421446
45,251.2005604916825,143.6532686248937
46,251.2767510485828,180.86622730980687
47,251.35293535868973,193.27365089012878
48,251.42911342200318,200.51203962366282
49,251.5052852385233,241.88461111657847
50,251.58145080825,204.6485026109151
51,251.6576101311833,183.96793647921558
52,251.73376320732322,186.0357968598907
53,251.8099100366697,177.76461566310704
54,251.8860506192228,143.6532686248937
55,251.96218495498252,139.51934719154858
56,252.03831304394882,156.05604885718006
57,252.11443488612173,157.08968297113248
58,252.1905504815012,168.46036400762245
59,252.2666598300873,186.0357968598907
60,252.34276293188,198.44387387520342
61,252.41885978687932,175.69692865438344
62,252.49495039508523,156.05604885718006
63,252.5710347564977,160.19064935105771
64,252.6471128711168,140.55281174020274
65,252.7231847389425,187.069743350097
66,252.79925035997482,188.10370071544838
67,252.87530973421372,150.88803802343517
68,252.9513628616592,138.48589316801298
69,253.0274097423113,134.35218214653398
70,253.10345037617,120.91877628655686
71,253.1794847632353,114.71933442106808
72,253.25551290350722,140.55281174020274
73,253.3315347969857,132.28538955287442
74,253.4075504436708,122.9853396555352
75,253.48355984356252,157.08968297113248
76,253.55956299666082,134.35218214653398
77,253.63555990296572,116.78577374913388
78,253.71155056247719,138.48589316801298
79,253.7875349751953,152.95521044203403
80,253.86351314112,137.45244966071135
81,253.93948506025131,126.08526255530401
82,254.01545073258922,150.88803802343517
83,254.0914101581337,127.11859098629319
84,254.1673633368848,130.2186388062061
85,254.24331026884252,111.6197526267979
86,254.3192509540068,119.88551014199268
87,254.39518539237773,121.95205278779277
88,254.4711135839552,110.58657924036339
89,254.54703552873931,116.78577374913388
90,254.62295122673,112.65293627883905
91,254.6988606779273,125.05194452959698
92,254.77476388233123,122.9853396555352
93,254.8506608399417,116.78577374913388
94,254.9265515507588,103.35465209122975
95,255.00243601478252,109.55341610913243
96,255.07831423201281,117.81900888325745
97,255.15418620244972,103.35465209122975
98,255.2300519260932,114.71933442106808
99,255.3059114029433,111.6197526267979
100,255.38176463300002,104.38775391291331
101,255.4576116162633,85.79346974000507
102,255.5334523527332,103.35465209122975
103,255.6092868424097,108.52026322264466
104,255.6851150852928,87.85934027054145
105,255.7609370813825,95.09020310594349
106,255.83675283067882,98.18929547633144
107,255.9125623331817,90.9582211834292
108,255.9883655888912,110.58657924036339
109,256.06416259780735,114.71933442106808
110,256.13995335993,130.2186388062061
111,256.21573787525926,124.01863689956262
112,256.2915161437952,117.81900888325745
113,256.3672881655377,113.68613020683281
114,256.4430539404868,129.18527910227508
115,256.5188134686425,106.45398814177108
116,256.5945667500048,109.55341610913243
117,256.6703137845737,111.6197526267979
118,256.74605457234924,102.32156045032224
119,256.8217891133313,106.45398814177108
120,256.89751740752,108.52026322264466
121,256.9732394549153,113.68613020683281
122,257.04895525551717,109.55341610913243
123,257.1246648093257,108.52026322264466
124,257.2003681163408,111.6197526267979
125,257.2760651765625,108.52026322264466
126,257.3517559899908,113.68613020683281
127,257.4274405566257,121.95205278779277
128,257.5031188764672,142.6197724481288
129,257.57879094951534,114.71933442106808
130,257.65445677577003,127.11859098629319
131,257.7301163552313,95.09020310594349
132,257.8057696878992,106.45398814177108
133,257.8814167737737,105.42086592617795
134,257.9570576128548,90.9582211834292
135,258.0326922051425,116.78577374913388
136,258.1083205506368,130.2186388062061
137,258.1839426493377,108.52026322264466
138,258.25955850124524,97.15625457520706
139,258.33516810635933,105.42086592617795
140,258.41077146468,159.15698321019846
141,258.48636857620727,166.39287098227246
142,258.56195944094117,114.71933442106808
143,258.6375440588817,126.08526255530401
144,258.7131224300288,106.45398814177108
145,258.7886945543825,103.35465209122975
146,258.8642604319428,120.91877628655686
147,258.9398200627097,94.0571925153254
148,259.0153734466832,107.48712057038253
149,259.09092058386335,114.71933442106808
150,259.16646147425,115.75254893177679
151,259.2419961178433,117.81900888325745
152,259.3175245146432,86.82640000527252
153,259.3930466646497,104.38775391291331
154,259.4685625678628,126.08526255530401
155,259.5440722242825,115.75254893177679
156,259.6195756339088,140.55281174020274
157,259.6950727967417,177.76461566310704
