intensities,wavelengths
-3.7531853728873394,247.76552
-20.265840393140827,247.8419916626033
-12.009787869756714,247.9184570784132
-22.329768664186588,247.9949162474297
-3.7531853728873394,248.0713691696528
-17.169884568062606,248.1478158450825
-17.169884568062606,248.22425627371882
-12.009787869756714,248.30069045556172
-13.041824325541072,248.3771183906112
-29.55325357218883,248.4535400788673
-31.617031577418693,248.52995552033002
-14.073852205404576,248.6063647149993
-13.041824325541072,248.68276766287522
19.987690141707084,248.7591643639577
-3.7531853728873394,248.8355548182468
9.664989612820529,248.9119390257425
-0.6568158128433996,248.9883169864448
8.632769060852494,249.0646887003537
14.82622697172855,249.1410541674692
18.955379346957866,249.2174133877913
18.955379346957866,249.29376636132
25.149381108067498,249.37011308805532
41.668345402360806,249.44645356799722
32.3761348558494,249.5227878011457
32.3761348558494,249.5991157875008
54.05914916803222,249.6754375270625
66.45133475629483,249.7517530198308
69.54959978477272,249.82806226580573
77.81207176171559,249.9043652649872
70.58237436700279,249.9806620173753
89.17400599857062,250.05695252297002
58.189723000445895,250.1332367817713
88.1410529890604,250.20951479377922
81.9435448332247,250.2857865589937
80.91066168002416,250.3620520774148
66.45133475629483,250.43831134904252
86.07517700310565,250.51456437387682
96.4049584553558,250.59081115191773
93.30591841825539,250.6670516831652
86.07517700310565,250.7432859676193
99.50408945136894,250.81951400528
100.537153381904,250.8957357961473
106.73575051808267,250.9719513402212
96.4049584553558,251.0481606375017
87.10810999447891,251.1243636879888
99.50408945136894,251.2005604916825
104.6695107235242,251.2767510485828
97.43799199920224,251.35293535868973
110.86835278281634,251.42911342200318
104.6695107235242,251.5052852385233
118.10080207531038,251.58145080825
101.57022746345342,251.6576101311833
96.4049584553558,251.73376320732322
102.60331170697972,251.8099100366697
91.2399421089658,251.8860506192228
84.00934098280757,251.96218495498252
90.20696903467137,252.03831304394882
91.2399421089658,252.11443488612173
85.04225400316126,252.1905504815012
104.6695107235242,252.2666598300873
98.47103566082781,252.34276293188
110.86835278281634,252.41885978687932
85.04225400316126,252.49495039508523
86.07517700310565,252.5710347564977
102.60331170697972,252.6471128711168
102.60331170697972,252.7231847389425
100.537153381904,252.79925035997482
99.50408945136894,252.87530973421372
102.60331170697972,252.9513628616592
86.07517700310565,253.0274097423113
79.87778845847141,253.10345037617
79.87778845847141,253.1794847632353
101.57022746345342,253.25551290350722
81.9435448332247,253.3315347969857
80.91066168002416,253.4075504436708
78.84492515643285,253.48355984356252
92.27292523299846,253.55956299666082
94.33892167616416,253.63555990296572
118.10080207531038,253.71155056247719
87.10810999447891,253.7875349751953
86.07517700310565,253.86351314112
91.2399421089658,253.93948506025131
79.87778845847141,254.01545073258922
92.27292523299846,254.0914101581337
69.54959978477272,254.1673633368848
90.20696903467137,254.24331026884252
86.07517700310565,254.3192509540068
95.37193501809399,254.39518539237773
78.84492515643285,254.4711135839552
91.2399421089658,254.54703552873931
95.37193501809399,254.62295122673
91.2399421089658,254.6988606779273
88.1410529890604,254.77476388233123
101.57022746345342,254.8506608399417
107.76888573391045,254.9265515507588
88.1410529890604,255.00243601478252
77.81207176171559,255.07831423201281
94.33892167616416,255.15418620244972
92.27292523299846,255.2300519260932
75.74639464517644,255.3059114029433
93.30591841825539,255.38176463300002
71.61515875686781,255.4576116162633
96.4049584553558,255.5334523527332
80.91066168002416,255.6092868424097
74.71357089867166,255.6851150852928
63.35315753465652,255.7609370813825
95.37193501809399,255.83675283067882
89.17400599857062,255.9125623331817
80.91066168002416,255.9883655888912
116.034336495755,256.06416259780735
