C 1 @ 279.408,C 1 @ 279.482,C 2 @ 280.146,C 3 @ 285.075,C 3 @ 285.149,K 1 @ 460.714,K 1 @ 460.716,K 2 @ 553.656,K 3 @ 280.146,N 1 @ 589.024,N 1 @ 589.116,N 2 @ 279.482,N 3 @ 334.762,N 4 @ 421.624,N 5 @ 443.506,N 5 @ 443.613,P 1 @ 334.762,P 1 @ 334.83,P 2 @ 553.656,P 3 @ 317.881,P 4 @ 407.871
1090.1842239014404,1090.1842239014404,0.0,333.9495663573352,0.0,0.0,0.0,235.1373277621388,0.0,318.3746885686143,318.3746885686143,0.0,0.0,0.0,0.0,0.0,369.3719160541673,369.3719160541673,0.0,0.0,0.0
966.6012906578051,966.6012906578051,0.0,304.0969214869913,0.0,0.0,0.0,181.35636474773628,0.0,310.2900838639626,310.2900838639626,0.0,0.0,0.0,0.0,0.0,408.2252669658548,408.2252669658548,0.0,0.0,0.0
537.6035585542534,537.6035585542534,0.0,191.57489253843647,0.0,0.0,0.0,221.76192189437955,0.0,465.63430019138957,465.63430019138957,0.0,0.0,0.0,0.0,0.0,278.2773415622406,278.2773415622406,0.0,0.0,0.0
595.5751916264292,595.5751916264292,0.0,199.00424017997125,0.0,0.0,0.0,175.8155188282264,0.0,377.98084560569936,377.98084560569936,0.0,0.0,0.0,102.76971953319227,102.76971953319227,299.2632494572205,299.2632494572205,0.0,0.0,0.0
614.5613261964543,614.5613261964543,0.0,214.91703300241124,0.0,0.0,0.0,122.86789768316407,0.0,298.82045541203865,298.82045541203865,0.0,0.0,0.0,0.0,0.0,314.1522143649937,314.1522143649937,0.0,0.0,0.0
509.65678742489524,509.65678742489524,0.0,193.9441672630737,0.0,0.0,0.0,166.80868016768898,0.0,352.1188524964141,352.1188524964141,0.0,0.0,0.0,0.0,0.0,266.57258046536106,266.57258046536106,0.0,0.0,0.0
589.2147359782124,589.2147359782124,0.0,204.75668371127847,0.0,0.0,0.0,196.90516950258046,0.0,538.0447558118196,538.0447558118196,0.0,0.0,0.0,0.0,0.0,387.06133778992745,387.06133778992745,0.0,0.0,0.0
645.8007597012693,645.8007597012693,0.0,219.43863966274958,0.0,0.0,0.0,232.19281016547887,0.0,402.86650659168475,402.86650659168475,0.0,0.0,0.0,0.0,0.0,319.7179383165643,319.7179383165643,0.0,0.0,0.0
764.5251642574432,764.5251642574432,0.0,254.1057348144055,0.0,0.0,0.0,172.71242613111434,0.0,328.29761162425837,328.29761162425837,0.0,0.0,0.0,0.0,0.0,300.57751473669316,300.57751473669316,0.0,0.0,0.0
723.4673527387783,723.4673527387783,0.0,249.45932411564877,0.0,0.0,0.0,175.46177444075028,0.0,415.82462417909926,415.82462417909926,0.0,0.0,0.0,115.12483982752497,115.12483982752497,332.9951905313619,332.9951905313619,0.0,0.0,0.0
980.9831331039001,980.9831331039001,0.0,304.3422090733563,0.0,0.0,0.0,205.33871762925432,0.0,382.5648846317876,382.5648846317876,0.0,0.0,0.0,0.0,0.0,325.25724255696315,325.25724255696315,0.0,0.0,0.0
