name,nm
Fe II,294.58176
Fe I,294.736170
Fe II,294.765478
Fe I,294.787579
Fe I,294.84334
Fe II,294.918118
Fe II,295.097616
Fe I,295.348572
Fe II,295.377413
Fe I,295.393980
Fe II,295.405287
Fe II,295.419409
Fe I,295.465223
Fe I,295.685579
Fe I,295.736437
Fe I,295.748528
Fe II,295.81233
Fe II,295.830089
Fe II,295.852074
Fe II,295.911922
Fe II,295.959951
Fe II,295.983477
Fe I,295.99919
Fe I,296.06598
Fe II,296.148376
Fe II,296.246828
Fe II,296.291810
Fe II,296.413404
Fe II,296.462333
Fe II,296.503178
Fe I,296.525433
Fe II,296.540601
Fe II,296.596440
Fe I,296.689802
Fe II,296.768235
Fe II,296.773239
Fe I,296.847802
Fe II,296.886945
Fe I,296.935959
Fe I,296.947434
Fe II,296.993598
Fe I,297.009942
Fe I,297.011822
Fe II,297.051469
Fe II,297.069370
Fe II,297.199952
Fe I,297.313230
Fe I,297.323506
Fe I,297.612673
Fe II,297.90804
Fe II,297.935350
Fe I,298.053220
Fe II,298.06388
Fe II,298.096266
Fe I,298.144486
Fe I,298.184977
Fe II,298.206129
Fe I,298.222916
Fe II,298.225601
Fe I,298.356951
Fe II,298.418371
Fe II,298.421034
Fe II,298.482518
Fe II,298.496179
Fe II,298.554538
Fe II,298.563967
Fe II,298.634420
Fe I,298.729033
Fe II,298.750745
Fe II,298.753549
Fe II,298.778925
Fe I,299.039127
Fe II,299.122864
Fe II,299.181822
Fe I,299.442662
Fe I,299.450197
Fe II,299.596884
Fe I,299.638525
Fe II,299.729991
Fe II,299.770420
Fe II,299.797237
Fe I,299.951140
Fe II,300.006156
Fe II,300.02444
Fe I,300.045121
Fe I,300.094760
Fe II,300.113283
Fe II,300.131565
Fe II,300.139927
Fe II,300.159564
Fe II,300.197089
Fe II,300.231926
Fe II,300.264210
Fe II,300.264448
Fe I,300.303050
Fe II,300.388623
Fe I,300.41133
Fe I,300.53026
Fe I,300.714520
Fe I,300.728234
Fe I,300.813796
Fe I,300.909315
Fe I,300.956911
Fe II,301.021600
Fe I,301.14811
Fe II,301.537968
Fe II,301.579486
Fe I,301.59186
Fe I,301.618458
Fe II,301.69434
Fe I,301.762704
Fe I,301.898281
Fe I,301.92880
Fe I,302.049056
Fe I,302.063878
Fe I,302.107248
Fe II,302.13211
Fe II,302.266878
Fe I,302.403247
Fe II,302.49981
Fe II,302.54598
Fe I,302.563620
Fe I,302.584226
Fe I,302.646179
Fe II,302.720689
Fe I,303.014796
Fe II,303.107021
Fe I,303.163654
Fe I,303.309963
Fe II,303.344274
Fe II,303.363302
Fe II,303.364241
Fe II,303.533819
Fe II,303.56168
Fe II,303.696336
Fe I,303.738855
Fe I,303.931730
Fe II,303.958798
Fe I,304.042694
Fe II,304.072343
Fe II,304.090917
Fe II,304.091805
Fe II,304.14867
Fe II,304.153572
Fe I,304.163715
Fe I,304.173858
Fe I,304.201950
Fe I,304.266466
Fe II,304.411329
Fe II,304.483947
Fe I,304.558742
Fe II,304.605338
Fe II,304.710961
Fe I,304.760437
Fe II,304.780525
Fe II,304.899121
Fe II,305.167767
Fe I,305.306552
Fe I,305.526232
Fe II,305.535094
Fe II,305.54830
Fe II,305.680147
Fe I,305.744545
Fe II,305.835380
Fe II,305.872231
Fe I,305.908538
Fe II,305.986742
Fe I,306.053751
Fe II,306.12791
Fe II,306.209991
Fe II,306.22358
Fe II,306.520676
Fe II,306.531541
Fe I,306.647863
Fe I,306.69987
Fe XXV,306.7
Fe I,306.711840
Fe I,306.724366
Fe I,306.817338
Fe II,306.993599
Fe II,307.112537
Fe II,307.128360
Fe II,307.166703
Fe II,307.173140
Fe I,307.397850
Fe II,307.504823
Fe I,307.571940
Fe II,307.643517
Fe II,307.716888
Fe II,307.831611
Fe I,307.84316
Fe II,307.867997
Fe I,307.99892
Fe I,308.374072
Fe II,308.928385
Fe II,308.93881
Fe I,309.020492
Fe I,309.157641
Fe I,309.380486
Fe I,309.526657
Fe II,309.629382
Fe I,309.81885
Fe II,309.835238
Fe II,309.846915
Fe I,309.989442
Fe I,309.996786
Fe I,310.030329
Fe I,310.066467
Fe I,310.083615
Fe I,310.100208
Fe II,310.271470
Fe II,310.516732
Fe II,310.555294
Fe II,310.656374
Fe I,311.207742
Fe II,311.429570
Fe II,311.468360
Fe II,311.560948
Fe II,311.657962
Fe I,311.663143
Fe II,311.747574
Fe II,311.829074
Fe II,311.886697
Fe I,311.949482
Fe I,312.043525
Fe II,312.372607
Fe I,312.565054
Fe I,312.568240
Fe II,312.586556
Fe II,312.627349
Fe II,313.11041
Fe I,313.251786
Fe II,313.305070
Fe II,313.422499
Fe II,313.536222
Fe II,313.67490
Fe II,313.723885
Fe II,313.818056
Fe II,314.064544
Fe I,314.245232
Fe I,314.288870
Fe I,314.399022
Fe II,314.427423
Fe II,314.475384
Fe I,314.50572
Fe II,314.527588
Fe II,314.569523
Fe I,314.779524
Fe II,315.182908
Fe II,315.211122
Fe II,315.261859
Fe I,315.319962
Fe I,315.331421
Fe II,315.420101
Fe I,315.449611
Fe II,315.59622
Fe I,315.627342
Fe I,315.703585
Fe I,315.714423
Fe I,315.788474
Fe I,315.798709
Fe I,316.065717
Fe I,316.137083
Fe II,316.17002
Fe I,316.194619
Fe II,316.280099
Fe I,316.585758
Fe II,316.640108
Fe I,316.643508
Fe II,316.785477
Fe I,316.885375
Fe I,317.135108
Fe I,317.166259
Fe II,317.50699
Fe I,317.544444
Fe I,317.636027
Fe II,317.753376
Fe I,317.801268
Fe II,317.95045
Fe II,318.01487
Fe I,318.022325
Fe II,318.117059
Fe I,318.151907
Fe I,318.191209
Fe I,318.205560
Fe I,318.297810
Fe II,318.66618
Fe II,318.673721
Fe II,318.729912
Fe II,318.747643
Fe I,318.856763
Fe I,318.881875
Fe II,318.915761
Fe I,319.064942
Fe I,319.08166
Fe I,319.111100
Fe I,319.280021
Fe II,319.291019
Fe I,319.329965
Fe II,319.380057
Fe II,319.385727
Fe I,319.442383
Fe II,319.607143
Fe I,319.612206
Fe I,319.692708
Fe I,319.953020
Fe II,319.98328
Fe I,320.255569
Fe II,320.38246
Fe I,320.539789
Fe I,320.707509
Fe II,321.004046
Fe I,321.022879
Fe II,321.044527
Fe I,321.082878
Fe I,321.160675
Fe I,321.198577
Fe II,321.305427
Fe II,321.330891
Fe I,321.37573
Fe I,321.401115
Fe I,321.406168
Fe II,321.457337
Fe I,321.593780
Fe I,321.737689
Fe II,321.799561
Fe I,321.958202
Fe I,321.980425
Fe I,322.191603
Fe I,322.206713
Fe II,322.29237
Fe II,322.317954
Fe II,322.34005
Fe II,322.454567
Fe I,322.578709
Fe II,322.637948
Fe I,322.706042
Fe II,322.774314
Fe I,322.779521
Fe I,322.824874
Fe I,322.85974
Fe I,322.999065
Fe I,323.015618
Fe I,323.020722
Fe I,323.096349
Fe II,323.170736
Fe II,323.232211
Fe II,323.278974
Fe I,323.30516
Fe I,323.396736
Fe II,323.683552
Fe II,323.740140
Fe II,323.782057
Fe I,323.943258
Fe I,323.945683
Fe II,324.372518
Fe I,324.418738
Fe II,324.574745
Fe I,324.648045
Fe I,324.696065
Fe II,324.717701
Fe I,324.720998
Fe I,324.820399
Fe I,325.062303
Fe I,325.07589
Fe I,325.291431
Fe I,325.35991
Fe I,325.43618
Fe I,325.72348
Fe I,325.759256
Fe II,325.877307
Fe II,325.905153
Fe I,325.998925
Fe I,326.451229
Fe I,326.561634
Fe I,326.823298
Fe I,327.099980
Fe I,327.148471
Fe I,327.646997
Fe II,327.66018
Fe I,328.02599
Fe I,328.28904
Fe I,328.458713
Fe I,328.675278
Fe I,328.896566
Fe II,328.935381
Fe I,329.098811
Fe I,329.202060
Fe I,329.258930
Fe II,329.78790
Fe I,329.813198
Fe II,330.008860
Fe I,330.356867
Fe I,330.597065
Fe I,330.63420
Fe I,330.635695
Fe I,330.72333
Fe I,331.03412
Fe I,331.049027
Fe II,331.30902
Fe I,331.474131
Fe I,331.712093
Fe I,331.925278
Fe I,332.247325
Fe II,332.306236
Fe I,332.373598
Fe I,332.453603
Fe I,332.546445
Fe I,332.886592
Fe I,333.161103
Fe I,333.576869
Fe I,333.625685
Fe I,333.766481
Fe I,333.919385
Fe II,333.969060
Fe I,334.056432
Fe I,334.190564
Fe I,334.229201
Fe I,334.792527
Fe I,335.152140
Fe I,335.174378
Fe I,335.40591
Fe I,335.52276
Fe I,335.640078
Fe II,336.69652
Fe II,336.73963
Fe I,336.95471
Fe I,337.078304
Fe I,337.207344
Fe I,337.901774
Fe I,338.010987
Fe II,338.09996
Fe I,338.13335
Fe I,338.369144
Fe I,338.397871
Fe I,339.230502
Fe I,339.265213
Fe I,339.458304
Fe I,339.933299
Fe I,340.22556
Fe I,340.32895
Fe I,340.435382
Fe I,340.64368
Fe I,340.679933
Fe I,340.745937
Fe I,340.753196
Fe I,341.01690
Fe I,341.135315
Fe I,341.313213
Fe I,341.553111
Fe I,341.784044
Fe I,341.85070
Fe I,342.265573
Fe I,342.428418
Fe I,342.50100
Fe I,342.632491
Fe I,342.662792
Fe I,342.66657
Fe I,342.711930
Fe I,342.819254
Fe I,343.181152
Fe I,344.060547
Fe I,344.098835
Fe I,344.236163
Fe I,344.387624
Fe I,344.514901
Fe XXV,344.7
Fe I,344.727782
Fe I,345.032799
Fe I,345.161340
Fe I,345.191434
Fe I,345.83031
Fe I,345.94261
Fe I,345.99141
Fe I,346.586035
Fe II,346.868096
Fe I,346.884432
Fe I,346.90120
Fe I,346.983029
Fe I,347.126539
Fe I,347.134301
Fe I,347.544997
Fe I,347.565068
Fe I,347.63442
Fe I,347.670157
Fe I,347.685393
Fe I,348.497873
Fe I,348.53403
Fe I,348.96673
Fe I,349.057352
Fe II,349.347267
Fe I,349.528625
Fe I,349.710322
Fe I,349.714811
Fe I,349.784032
Fe I,350.05647
Fe I,350.486058
Fe I,350.50582
Fe I,350.649748
Fe I,350.84739
Fe I,350.851796
Fe I,350.98624
Fe I,351.04388
Fe I,351.222444
Fe I,351.381746
Fe I,351.64086
Fe I,351.655641
Fe I,351.868262
Fe I,352.08463
Fe I,352.126097
Fe I,352.183719
Fe I,352.226790
Fe I,352.289932
Fe I,352.33084
Fe I,352.407390
Fe I,352.423938
Fe I,352.604056
Fe I,352.616556
Fe I,352.623782
Fe I,352.638112
Fe I,352.646707
Fe I,352.667458
Fe I,352.779254
Fe I,352.98196
Fe I,353.038663
Fe I,353.30064
Fe I,353.319818
Fe I,353.45247
Fe I,353.655599
Fe I,353.749169
Fe I,353.77287
Fe I,353.789469
Fe I,354.012088
Fe I,354.108318
Fe I,354.207525
Fe I,354.36751
Fe I,354.462956
Fe I,354.563971
Fe I,354.71937
Fe I,355.21055
Fe I,355.282821
Fe I,355.28547
Fe I,355.37382
Fe I,355.450138
Fe I,355.492419
Fe I,355.668045
Fe I,355.687773
Fe I,355.851482
Fe I,355.95033
Fe I,356.069691
Fe I,356.537873
Fe I,356.63084
Fe I,356.703117
Fe I,356.843393
Fe I,356.882273
Fe I,356.89741
Fe I,357.000977
Fe I,357.009748
Fe I,357.199499
Fe I,357.259037
Fe I,357.339362
Fe I,357.38288
Fe I,357.388852
Fe I,357.511307
Fe I,357.524502
Fe I,357.53696
Fe I,357.675803
Fe I,357.83822
Fe I,357.867211
Fe I,358.11928
Fe I,358.164658
Fe I,358.180699
Fe I,358.21995
Fe I,358.46592
Fe I,358.478629
Fe I,358.495740
Fe I,358.51898
Fe I,358.531869
Fe I,358.570513
Fe I,358.61135
Fe I,358.673845
Fe I,358.698438
Fe I,358.723885
Fe I,358.852642
Fe I,358.860886
Fe I,358.891728
Fe I,358.945168
Fe I,359.148310
Fe I,359.267365
Fe I,359.463208
Fe I,359.530148
Fe I,359.702073
Fe I,359.871779
Fe I,359.96249
Fe I,360.208167
Fe I,360.246200
Fe I,360.252548
Fe I,360.320302
Fe I,360.38175
Fe I,360.54525
Fe I,360.550035
Fe I,360.653353
Fe I,360.66790
Fe I,360.814151
Fe I,360.885895
Fe I,361.015895
Fe I,361.069500
Fe I,361.206836
Fe I,361.314514
Fe I,361.344160
Fe I,361.477184
Fe I,361.519093
Fe I,361.778596
Fe I,361.829873
Fe I,361.838582
Fe I,361.876750
Fe I,362.024220
Fe II,362.12644
Fe I,362.14605
Fe I,362.17188
Fe I,362.200323
Fe I,362.31859
Fe I,362.344616
Fe I,362.430844
Fe II,362.48852
Fe I,362.514143
Fe I,362.70565
Fe I,363.034738
Fe I,363.109689
Fe I,363.146292
Fe I,363.20384
Fe I,363.255538
Fe I,363.29766
Fe I,363.306866
Fe I,363.38264
Fe I,363.432842
Fe I,363.62236
Fe I,363.664896
Fe I,363.699388
Fe I,363.786514
Fe I,363.82962
Fe I,364.038810
Fe I,364.37150
Fe I,364.479460
Fe I,364.507488
Fe I,364.58200
Fe I,364.74237
Fe I,364.784225
Fe I,364.933514
Fe I,364.950594
Fe I,365.002947
Fe I,365.027870
Fe I,365.146668
Fe II,365.523971
Fe I,365.546479
Fe II,365.55691
Fe I,365.713263
Fe I,365.789779
Fe I,365.951641
Fe II,366.07888
Fe I,366.32615
Fe I,366.345189
Fe I,366.453682
Fe I,366.623984
Fe II,366.70252
Fe I,366.725284
Fe I,366.820959
Fe I,366.915230
Fe I,366.952079
Fe I,367.002435
Fe I,367.00884
Fe I,367.08069
Fe I,367.476335
Fe I,367.631068
Fe I,367.687277
Fe I,367.73056
Fe I,367.76277
Fe I,367.886005
Fe I,367.991309
Fe I,368.164385
Fe I,368.216716
Fe I,368.22445
Fe I,368.410722
Fe I,368.41374
Fe I,368.599687
Fe I,368.62578
Fe I,368.709642
Fe I,368.745628
Fe I,368.765787
Fe I,368.846062
Fe I,368.936992
Fe I,368.945775
Fe I,369.04547
Fe I,369.07268
Fe I,369.30265
Fe I,369.400589
Fe I,369.505245
Fe I,369.742522
Fe I,369.860275
Fe I,369.913924
Fe I,370.108586
Fe I,370.20292
Fe I,370.354760
Fe I,370.369071
Fe I,370.382121
Fe I,370.401402
Fe I,370.446079
Fe I,370.556548
Fe I,370.791945
Fe I,370.924612
Fe I,371.122240
Fe I,371.140799
Fe I,371.591113
Fe I,371.644188
Fe I,371.840634
Fe I,371.993444
Fe I,372.13932
Fe I,372.150232
Fe I,372.256272
Fe I,372.437686
Fe I,372.54908
Fe I,372.692610
Fe I,372.709201
Fe I,372.761872
Fe I,372.767349
Fe I,372.780888
Fe I,372.866759
Fe I,373.038621
Fe I,373.046110
Fe I,373.09460
Fe I,373.137327
Fe I,373.239610
Fe I,373.331716
Fe I,373.486354
Fe I,373.532365
Fe I,373.713125
Fe I,373.83049
Fe I,374.023905
Fe I,374.261655
Fe I,374.336183
Fe I,374.34677
Fe I,374.410236
Fe I,374.556086
Fe I,374.589910
Fe I,374.692683
Fe I,374.826189
Fe II,374.84870
Fe I,374.896457
Fe I,374.948483
Fe I,375.361052
Fe I,375.450034
Fe I,375.69371
Fe I,375.74538
Fe I,375.823267
Fe I,375.91544
Fe II,375.94624
Fe I,376.00494
Fe I,376.053169
Fe I,376.140823
Fe I,376.220335
Fe I,376.378864
Fe I,376.55384
Fe I,376.56981
Fe I,376.665837
Fe I,376.719150
Fe I,376.802670
Fe I,377.030102
Fe I,377.369117
Fe I,377.482400
Fe I,377.645447
Fe I,377.83145
Fe I,377.850889
Fe I,377.94534
Fe I,378.19394
Fe I,378.244784
Fe I,378.57060
Fe I,378.59479
Fe I,378.614893
Fe I,378.618693
Fe I,378.667669
Fe I,378.71636
Fe I,378.787991
Fe I,378.917552
Fe I,378.981618
Fe I,379.009277
Fe I,379.065368
Fe I,379.174178
Fe I,379.215386
Fe I,379.348018
Fe I,379.38712
Fe I,379.43392
Fe I,379.500205
Fe I,379.75145
Fe I,379.851096
Fe I,379.954711
Fe I,380.167922
Fe I,380.198342
Fe I,380.22778
Fe I,380.400898
Fe I,380.53420
Fe I,380.62165
Fe I,380.66953
Fe I,380.753675
Fe I,380.872830
Fe I,380.90399
Fe I,380.956388
Fe I,381.07555
Fe I,381.18907
Fe I,381.296424
Fe I,381.305775
Fe I,381.363450
Fe I,381.38834
Fe I,381.583970
Fe I,381.634022
Fe I,381.763905
Fe I,381.949263
Fe I,382.042491
Fe I,382.11774
Fe I,382.183434
Fe I,382.444329
Fe I,382.588058
Fe I,382.684148
Fe I,382.757115
Fe I,382.782220
Fe I,382.94517
Fe I,383.075697
Fe I,383.086134
Fe I,383.330771
Fe I,383.422219
Fe I,383.633025
Fe I,383.713423
Fe I,383.92558
Fe I,384.043720
Fe I,384.104750
Fe I,384.32565
Fe I,384.516842
Fe I,384.569383
Fe I,384.598440
Fe I,384.64092
Fe I,384.68001
Fe I,384.996631
Fe I,385.081771
Fe I,385.257240
Fe I,385.436600
Fe I,385.637115
Fe I,385.921236
Fe I,385.991106
Fe I,386.369130
Fe I,386.374103
Fe I,386.552292
Fe I,386.721579
Fe I,386.955814
Fe I,387.17480
Fe I,387.250102
Fe I,387.376015
Fe I,387.801779
Fe I,387.857282
Fe I,387.867079
Fe I,387.87262
Fe I,388.327981
Fe I,388.435819
Fe I,388.551012
Fe I,388.628183
Fe I,388.704779
Fe I,388.851317
Fe I,388.882145
Fe I,389.039353
Fe I,389.084021
Fe I,389.19264
Fe I,389.330922
Fe I,389.338988
Fe I,389.40114
Fe I,389.542538
Fe I,389.565597
Fe I,389.74486
Fe I,389.78893
Fe I,389.970707
Fe I,390.051516
Fe I,390.294512
Fe I,390.38977
Fe II,390.603456
Fe I,390.67470
Fe I,390.793374
Fe I,390.965801
Fe I,390.982927
Fe I,391.084381
Fe I,391.099803
Fe I,391.363135
Fe I,391.427403
Fe I,391.67305
Fe I,391.83147
Fe I,391.84151
Fe I,391.864151
Fe I,391.906519
Fe I,392.025748
Fe I,392.083636
Fe I,392.291129
Fe I,392.520109
Fe I,392.564346
Fe I,392.594131
Fe I,392.601285
Fe I,392.791947
Fe I,392.808323
Fe I,392.92081
Fe I,393.029640
Fe I,393.111722
Fe II,393.22435
Fe I,393.262701
Fe I,393.359909
Fe I,393.530643
Fe I,393.581244
Fe I,393.732723
Fe I,394.127530
Fe I,394.243963
Fe I,394.473766
Fe I,394.488896
Fe I,394.511687
Fe I,394.699457
Fe I,394.753087
Fe I,394.809710
Fe I,394.87747
Fe I,394.91405
Fe I,394.99525
Fe I,395.116320
Fe I,395.260090
Fe I,395.269592
Fe I,395.315139
Fe I,395.534127
Fe I,395.595498
Fe I,395.645488
Fe I,395.66763
Fe I,395.701788
Fe I,396.027858
Fe I,396.113928
Fe I,396.235134
Fe I,396.310030
Fe I,396.451526
Fe I,396.606119
Fe I,396.742064
Fe I,396.796109
Fe I,396.925691
Fe I,397.03889
Fe I,397.132205
Fe I,397.36493
Fe I,397.661301
Fe I,397.77407
Fe I,398.177060
Fe I,398.395594
Fe I,398.538695
Fe II,398.60642
Fe I,398.985748
Fe I,399.037300
Fe I,399.598289
Fe I,399.69635
Fe I,399.739170
Fe I,399.805211
Fe I,400.025248
Fe I,400.045722
Fe I,400.37614
Fe I,400.524148
Fe I,400.631097
Fe I,400.66241
Fe I,400.727179
Fe I,400.97125
Fe I,401.453083
Fe I,401.714822
Fe I,401.826688
Fe I,402.186604
Fe I,402.472471
Fe I,403.048821
Fe I,403.088913
Fe I,403.19605
Fe I,404.063812
Fe I,404.389713
Fe I,404.460883
Fe I,404.559336
Fe I,404.581193
Fe I,404.606181
Fe I,405.190535
Fe I,405.486626
Fe I,405.821663
Fe I,405.97130
Fe II,406.07168
Fe I,406.244071
Fe I,406.359365
Fe I,406.538067
Fe I,406.658491
Fe I,406.727070
Fe I,406.797774
Fe I,406.906609
Fe I,407.077024
Fe I,407.173752
Fe I,407.250219
Fe I,407.376195
Fe I,407.478563
Fe I,407.62185
Fe I,407.662889
Fe I,407.679979
Fe I,407.835319
Fe I,407.916762
Fe I,407.983784
Fe I,408.02090
Fe I,408.087574
Fe I,408.210685
Fe I,408.24252
Fe I,408.449152
Fe I,408.500408
Fe I,408.530273
Fe I,408.59820
Fe I,408.709336
Fe I,408.85558
Fe I,409.007214
Fe I,409.095319
Fe I,409.155244
Fe I,409.597024
Fe I,409.708319
Fe I,409.817542
Fe I,410.126090
Fe I,410.642219
Fe I,410.748817
Fe I,410.905627
Fe I,410.980156
Fe I,411.231852
Fe I,411.29584
Fe I,411.444464
Fe I,411.493764
Fe I,411.85443
Fe I,411.888540
Fe I,412.020628
Fe I,412.180229
Fe I,412.251533
Fe I,412.56199
Fe I,412.618265
Fe I,412.68514
Fe I,412.760758
Fe I,413.205785
Fe I,413.289900
Fe I,413.385535
Fe I,413.441953
Fe I,413.467722
Fe I,413.652047
Fe I,413.699755
Fe I,414.25874
Fe I,414.341445
Fe I,414.386752
Fe I,414.936469
Fe I,415.024873
Fe I,415.389948
Fe I,415.449849
Fe I,415.480514
Fe I,415.679861
Fe I,415.777954
Fe I,415.879208
Fe I,416.894277
Fe I,416.975708
Fe I,417.090127
Fe I,417.16902
Fe I,417.18993
Fe I,417.212183
Fe I,417.264025
Fe I,417.331471
Fe I,417.563572
Fe I,418.175449
Fe I,418.238239
Fe I,418.275792
Fe I,418.489130
Fe I,418.703842
Fe I,418.758722
Fe I,418.779491
Fe I,418.955784
Fe I,419.142997
Fe I,419.167654
Fe I,419.532874
Fe I,419.561750
Fe I,419.620852
Fe I,419.824651
Fe I,419.830363
Fe I,419.863389
Fe I,419.909489
Fe I,420.092401
Fe I,420.202885
Fe I,420.39380
Fe I,420.398445
Fe I,420.553882
Fe I,420.712709
Fe I,421.03430
Fe I,421.03829
Fe I,421.36476
Fe I,421.75454
Fe I,421.93595
Fe I,422.00483
Fe I,422.03412
Fe I,422.22127
Fe I,422.41711
Fe I,422.45128
Fe I,422.54541
Fe I,422.59555
Fe I,422.64241
Fe I,422.74264
Fe I,422.95093
Fe I,423.36021
Fe I,423.53857
Fe I,423.59361
Fe I,423.88096
Fe I,423.93617
Fe I,424.03704
Fe I,424.27294
Fe I,424.38152
Fe I,424.52573
Fe I,424.53440
Fe I,424.60841
Fe I,424.74250
Fe I,424.82237
Fe I,425.01188
Fe II,425.042546
Fe I,425.07864
Fe I,425.99989
Fe I,426.01350
Fe I,426.04736
Fe I,426.42033
Fe I,426.78263
Fe I,426.87486
Fe I,427.11531
Fe I,427.17599
Fe I,427.66743
Fe I,427.82300
Fe I,427.94878
Fe I,428.24026
Fe I,428.54415
Fe I,428.58234
Fe I,429.41244
Fe I,429.80364
Fe I,429.92340
Fe I,430.54501
Fe I,430.79017
Fe I,430.90303
Fe I,430.93741
Fe I,431.03717
Fe I,431.50844
Fe I,432.57616
Fe I,432.70954
Fe I,433.70454
Fe I,434.32708
Fe I,434.78332
Fe I,435.27345
Fe II,435.81630
Fe I,436.08040
Fe I,436.75781
Fe I,436.97716
Fe I,437.35605
Fe I,438.27676
Fe I,438.35444
Fe I,438.78908
Fe I,438.84066
Fe I,439.09503
Fe I,439.18610
Fe II,439.51338
Fe I,439.52739
Fe I,440.12897
Fe I,440.47498
Fe I,440.84132
Fe I,441.51221
Fe I,442.25677
Fe I,442.38410
Fe I,443.01887
Fe I,443.06136
Fe I,443.32183
Fe I,443.37818
Fe I,443.83425
Fe I,444.08243
Fe I,444.23386
Fe I,444.31938
Fe I,444.68319
Fe I,444.77169
Fe I,445.03156
Fe I,445.43808
Fe I,445.50269
Fe I,445.91170
Fe I,446.19682
Fe I,446.65510
Fe I,446.69374
Fe I,446.93754
Fe II,446.95864
Fe I,447.60184
Fe I,448.16089
Fe I,448.22523
Fe I,448.27389
Fe I,448.42198
Fe I,448.56756
Fe I,448.81335
Fe I,449.00840
Fe I,449.26783
Fe I,449.45628
Fe I,449.59525
Fe I,451.75239
Fe I,452.86136
Fe I,454.78468
Fe II,454.946630
Fe I,455.61259
Fe I,459.60598
Fe II,459.848536
Fe I,461.32025
Fe I,461.92880
Fe II,462.877700
Fe II,463.53170
Fe I,463.75029
Fe I,463.80096
Fe I,464.34634
Fe I,464.74340
Fe I,465.46080
Fe I,466.15348
Fe I,466.74533
Fe I,466.91724
Fe I,467.31636
Fe I,467.88456
Fe I,469.01375
Fe I,469.14115
Fe I,470.49477
Fe I,471.02833
Fe I,471.40672
Fe I,472.73989
Fe I,472.85457
Fe I,473.40980
Fe I,473.58428
Fe I,473.67727
Fe I,474.57996
Fe I,474.99480
Fe I,477.94389
Fe I,478.68067
Fe I,478.96508
Fe I,479.82647
Fe I,480.06485
Fe I,480.28802
Fe II,482.082739
Fe II,482.613638
Fe II,482.668232
Fe II,482.910829
Fe I,483.27274
Fe I,483.58672
Fe I,483.85113
Fe I,484.03210
Fe II,485.902832
Fe I,485.91214
Fe I,485.97414
Fe II,486.067972
Fe II,486.619912
Fe II,486.99685
Fe I,487.13178
Fe I,487.21373
Fe I,487.82107
Fe II,488.318004
Fe II,488.32924
Fe I,489.07549
Fe I,489.14920
Fe II,490.10530
Fe I,490.33097
Fe II,490.814553
Fe I,491.17787
Fe II,491.195821
Fe II,491.318189
Fe II,491.329562
Fe I,491.72295
Fe I,491.80121
Fe I,491.89936
Fe I,492.05021
Fe II,492.21932
Fe II,492.392123
Fe I,493.03149
Fe II,493.706987
Fe I,493.88138
Fe II,494.216800
Fe II,494.50585
Fe I,494.56356
Fe II,494.68997
Fe II,494.808717
Fe II,494.879114
Fe II,495.158055
Fe II,495.266039
Fe I,495.72979
Fe I,495.75961
Fe II,495.88212
Fe II,495.955798
Fe I,496.25711
Fe I,496.60882
Fe II,496.93563
Fe II,497.12156
Fe II,497.13389
Fe I,497.31014
Fe II,497.421025
Fe II,497.70331
Fe II,497.79193
Fe I,497.86028
Fe II,498.448536
Fe II,498.45706
Fe I,498.52527
Fe I,498.55465
Fe I,498.62221
Fe II,498.72714
Fe I,498.89494
Fe II,499.05064
Fe II,499.143779
Fe I,499.36795
Fe II,499.918301
Fe I,500.18631
Fe II,500.19529
Fe I,500.40433
Fe II,500.41881
Fe II,500.477105
Fe I,500.61184
Fe II,500.684045
Fe II,500.744937
Fe II,500.773506
Fe II,500.89846
Fe II,501.006050
Fe II,501.102508
Fe II,501.177295
Fe II,501.19863
Fe I,501.49422
Fe II,501.57519
Fe II,501.84358
Fe II,502.001397
Fe II,502.15910
Fe I,502.15895
Fe I,502.22353
Fe II,502.241819
Fe II,502.278888
Fe I,502.31854
Fe II,502.391187
Fe II,502.679800
Fe I,502.77564
Fe I,502.81259
Fe II,502.90929
Fe II,503.063177
Fe II,503.18925
Fe II,503.270361
Fe II,503.40037
Fe II,503.47531
Fe II,503.57000
Fe II,503.671234
Fe II,504.07511
Fe II,504.51064
Fe II,504.763186
Fe II,504.84358
Fe I,504.84356
Fe I,504.98193
Fe I,505.68414
Fe II,506.024857
Fe II,506.170973
Fe II,506.292686
Fe II,506.51057
Fe II,506.789012
Fe I,506.87656
Fe II,507.089569
Fe II,507.25622
Fe II,507.38981
Fe I,507.47476
Fe II,507.57597
Fe II,507.63275
Fe II,507.65973
Fe II,507.82901
Fe II,508.02317
Fe II,508.189847
Fe II,508.222657
Fe II,508.35022
Fe II,508.521581
Fe II,508.63074
Fe II,508.730025
Fe II,508.92128
Fe II,508.94931
Fe I,509.07727
Fe II,509.35724
Fe II,509.378235
Fe II,509.49012
Fe II,509.69050
Fe II,509.72743
Fe I,509.90768
Fe II,510.061173
Fe II,510.07343
Fe II,510.29078
Fe I,510.44372
Fe II,510.61082
Fe II,510.71080
Fe II,510.754243
Fe II,511.21549
Fe II,511.299889
Fe II,511.50612
Fe II,511.70311
Fe II,511.86819
Fe II,511.933460
Fe I,512.16386
Fe I,512.61922
Fe II,512.87627
Fe I,513.73814
Fe I,513.92504
Fe I,513.94620
Fe II,514.06907
Fe II,514.13773
Fe II,514.387456
Fe II,514.43515
