name,nm
Ca I,272.1645
Ca I,422.6727
Ca I,442.5441
Ca I,443.496
Ca I,443.5688
Ca I,445.4781
Ca I,445.5887
Ca I,445.6605
Ca I,558.8757
Ca I,610.2722
Ca I,612.2219
Ca I,616.2172
Ca I,643.9073
Ca I,646.2566
Ca I,649.378
Ca I,657.2777
Ca II,315.8869
Ca II,317.9332
Ca II,370.6026
Ca II,373.6901
Ca II,393.36614
Ca II,396.84673
