name,nm
Mg I,277.982
Mg I,277.9834
Mg I,285.21251
Mg I,382.9355
Mg I,383.23
Mg I,383.23
Mg I,383.8292
Mg I,516.7322
Mg I,517.2684
Mg I,518.3604
Mg II,279.07767
Mg II,279.55301
Mg II,279.7998
Mg II,280.27056
Mg II,448.1126
Mg II,448.1325
