name,nm
Si,288.16
Si,251.61
Si,212.41
Si I,250.69
Si I,251.432
Si I,251.611
Si I,251.92
Si I,252.411
Si I,252.851
Si I,288.158
Si I,594.855
Si I,728.917
Si I,740.577
Si I,742.35
Si I,1198.421
Si II,385.602
Si II,421.807
Si II,431.089
Si II,504.103
Si II,505.598
Si II,566.956
Si II,634.71
Si II,637.136
Si II,587.75





