intensities,wavelengths
-17.169884568062606,247.76552
-24.393663282885914,247.8419916626033
-18.201878323165467,247.9184570784132
-21.2978087443934,247.9949162474297
-35.744488801834585,248.0713691696528
-20.265840393140827,248.1478158450825
-26.457524396887155,248.22425627371882
-16.137882308740085,248.30069045556172
-15.1058715271735,248.3771183906112
-12.009787869756714,248.4535400788673
-20.265840393140827,248.52995552033002
4.5039760397553446,248.6063647149993
-4.785291069893373,248.68276766287522
-9.945689159449731,248.7591643639577
3.471799998399567,248.8355548182468
7.6005574440525585,248.9119390257425
6.568354745962324,248.9883169864448
9.664989612820529,249.0646887003537
29.278899203339382,249.1410541674692
33.408565312224006,249.2174133877913
25.149381108067498,249.29376636132
38.570857556318636,249.37011308805532
14.82622697172855,249.44645356799722
27.214121714747083,249.5227878011457
43.73338441697944,249.5991157875008
60.25506776803252,249.6754375270625
61.28775466160224,249.7517530198308
66.45133475629483,249.82806226580573
77.81207176171559,249.9043652649872
68.5168349974479,249.9806620173753
97.43799199920224,250.05695252297002
82.97643793014744,250.1332367817713
85.04225400316126,250.20951479377922
71.61515875686781,250.2857865589937
70.58237436700279,250.3620520774148
79.87778845847141,250.43831134904252
87.10810999447891,250.51456437387682
72.64795296703764,250.59081115191773
84.00934098280757,250.6670516831652
93.30591841825539,250.7432859676193
84.00934098280757,250.81951400528
90.20696903467137,250.8957357961473
80.91066168002416,250.9719513402212
92.27292523299846,251.0481606375017
80.91066168002416,251.1243636879888
78.84492515643285,251.2005604916825
94.33892167616416,251.2767510485828
93.30591841825539,251.35293535868973
82.97643793014744,251.42911342200318
82.97643793014744,251.5052852385233
85.04225400316126,251.58145080825
95.37193501809399,251.6576101311833
73.68075701012219,251.73376320732322
104.6695107235242,251.8099100366697
72.64795296703764,251.8860506192228
91.2399421089658,251.96218495498252
73.68075701012219,252.03831304394882
64.38587354050416,252.11443488612173
87.10810999447891,252.1905504815012
85.04225400316126,252.2666598300873
90.20696903467137,252.34276293188
95.37193501809399,252.41885978687932
84.00934098280757,252.49495039508523
76.77922826206735,252.5710347564977
97.43799199920224,252.6471128711168
90.20696903467137,252.7231847389425
88.1410529890604,252.79925035997482
64.38587354050416,252.87530973421372
85.04225400316126,252.9513628616592
78.84492515643285,253.0274097423113
82.97643793014744,253.10345037617
73.68075701012219,253.1794847632353
87.10810999447891,253.25551290350722
65.41859927670677,253.3315347969857
86.07517700310565,253.4075504436708
77.81207176171559,253.48355984356252
64.38587354050416,253.55956299666082
60.25506776803252,253.63555990296572
84.00934098280757,253.71155056247719
72.64795296703764,253.7875349751953
81.9435448332247,253.86351314112
74.71357089867166,253.93948506025131
91.2399421089658,254.01545073258922
73.68075701012219,254.0914101581337
87.10810999447891,254.1673633368848
85.04225400316126,254.24331026884252
80.91066168002416,254.3192509540068
78.84492515643285,254.39518539237773
66.45133475629483,254.4711135839552
63.35315753465652,254.54703552873931
77.81207176171559,254.62295122673
85.04225400316126,254.6988606779273
96.4049584553558,254.77476388233123
93.30591841825539,254.8506608399417
91.2399421089658,254.9265515507588
92.27292523299846,255.00243601478252
68.5168349974479,255.07831423201281
77.81207176171559,255.15418620244972
75.74639464517644,255.2300519260932
86.07517700310565,255.3059114029433
77.81207176171559,255.38176463300002
82.97643793014744,255.4576116162633
79.87778845847141,255.5334523527332
95.37193501809399,255.6092868424097
77.81207176171559,255.6851150852928
70.58237436700279,255.7609370813825
60.25506776803252,255.83675283067882
61.28775466160224,255.9125623331817
79.87778845847141,255.9883655888912
85.04225400316126,256.06416259780735
89.17400599857062,256.13995335993
84.00934098280757,256.21573787525926
97.43799199920224,256.2915161437952
76.77922826206735,256.3672881655377
69.54959978477272,256.4430539404868
82.97643793014744,256.5188134686425
88.1410529890604,256.5945667500048
77.81207176171559,256.6703137845737
80.91066168002416,256.74605457234924
69.54959978477272,256.8217891133313
72.64795296703764,256.89751740752
79.87778845847141,256.9732394549153
87.10810999447891,257.04895525551717
95.37193501809399,257.1246648093257
72.64795296703764,257.2003681163408
65.41859927670677,257.2760651765625
82.97643793014744,257.3517559899908
78.84492515643285,257.4274405566257
85.04225400316126,257.5031188764672
90.20696903467137,257.57879094951534
89.17400599857062,257.65445677577003
76.77922826206735,257.7301163552313
71.61515875686781,257.8057696878992
85.04225400316126,257.8814167737737
80.91066168002416,257.9570576128548
69.54959978477272,258.0326922051425
76.77922826206735,258.1083205506368
80.91066168002416,258.1839426493377
76.77922826206735,258.25955850124524
71.61515875686781,258.33516810635933
64.38587354050416,258.41077146468
103.63640612338766,258.48636857620727
97.43799199920224,258.56195944094117
80.91066168002416,258.6375440588817
91.2399421089658,258.7131224300288
79.87778845847141,258.7886945543825
99.50408945136894,258.8642604319428
82.97643793014744,258.9398200627097
87.10810999447891,259.0153734466832
90.20696903467137,259.09092058386335
78.84492515643285,259.16646147425
78.84492515643285,259.2419961178433
85.04225400316126,259.3175245146432
76.77922826206735,259.3930466646497
71.61515875686781,259.4685625678628
74.71357089867166,259.5440722242825
75.74639464517644,259.6195756339088
82.97643793014744,259.6950727967417
93.30591841825539,259.7705637127812
105.70262551817862,259.84604838202733
112.93471542148247,259.92152680448004
103.63640612338766,259.99699898013927
69.54959978477272,260.0724649090052
88.1410529890604,260.1479245910777
71.61515875686781,260.2233780263568
76.77922826206735,260.2988252148425
79.87778845847141,260.3742661565348
96.4049584553558,260.4497008514337
88.1410529890604,260.52512929953923
82.97643793014744,260.60055150085134
81.9435448332247,260.67596745537
