wavelengths,intensities
247.76552,-8.116118269810954
247.8419916626033,-9.148187239556913
247.9184570784132,-34.94714933400119
247.9949162474297,-32.8834244702812
248.0713691696528,-11.212299268881123
248.1478158450825,-23.596253432806314
248.22425627371882,-6.051954332588871
248.30069045556172,-18.43642117426555
248.3771183906112,-13.276376868830752
248.4535400788673,-10.180247566720942
248.52995552033002,-14.30840280210507
248.6063647149993,-25.660127474233786
248.68276766287522,-14.30840280210507
248.7591643639577,-10.180247566720942
248.8355548182468,10.46262071502777
248.9119390257425,-6.051954332588871
248.9883169864448,11.494857146862161
249.0646887003537,26.979490245206506
249.1410541674692,12.52710255916316
249.2174133877913,18.720764526394746
249.29376636132,22.850054143754626
249.37011308805532,40.401181049500146
249.44645356799722,33.17392120961757
249.5227878011457,44.531250524704966
249.5991157875008,38.33620283283091
249.6754375270625,43.498718989658606
249.7517530198308,60.02036755145937
249.82806226580573,57.95502717604158
249.9043652649872,55.88972539196027
249.9806620173753,64.15116450340457
250.05695252297002,69.31487965529482
250.1332367817713,73.44602795443247
250.20951479377922,71.38043417003249
250.2857865589937,75.51166110924405
250.3620520774148,86.87335161848083
250.43831134904252,72.41322614720544
250.51456437387682,91.00517461911868
250.59081115191773,74.47883960427734
250.6670516831652,88.93924307093853
250.7432859676193,83.77458941418736
250.81951400528,93.07114635571872
250.8957357961473,84.80750016810936
250.9719513402212,85.84042089892331
251.0481606375017,71.38043417003249
251.1243636879888,72.41322614720544
251.2005604916825,92.03815545810923
251.2767510485828,62.08574662523136
251.35293535868973,74.47883960427734
251.42911342200318,63.11845070717773
251.5052852385233,78.61018487902066
251.58145080825,82.74168862524681
251.6576101311833,73.44602795443247
251.73376320732322,53.82446209122471
251.8099100366697,71.38043417003249
251.8860506192228,82.74168862524681
251.96218495498252,80.67591689437263
252.03831304394882,43.498718989658606
252.11443488612173,63.11845070717773
252.1905504815012,80.67591689437263
252.2666598300873,75.51166110924405
252.34276293188,65.1838880270165
252.41885978687932,68.28211709230327
252.49495039508523,83.77458941418736
252.5710347564977,65.1838880270165
252.6471128711168,64.15116450340457
252.7231847389425,68.28211709230327
252.79925035997482,84.80750016810936
252.87530973421372,61.053052244400426
252.9513628616592,66.21662129105769
253.0274097423113,76.54449248177693
253.10345037617,52.79184483809788
253.1794847632353,71.38043417003249
253.25551290350722,69.31487965529482
253.3315347969857,68.28211709230327
253.4075504436708,81.70879778931813
253.48355984356252,70.3476520102901
253.55956299666082,81.70879778931813
253.63555990296572,70.3476520102901
253.71155056247719,68.28211709230327
253.7875349751953,65.1838880270165
253.86351314112,75.51166110924405
253.93948506025131,83.77458941418736
254.01545073258922,63.11845070717773
254.0914101581337,65.1838880270165
254.1673633368848,72.41322614720544
254.24331026884252,75.51166110924405
254.3192509540068,56.92237146681045
254.39518539237773,65.1838880270165
254.4711135839552,73.44602795443247
254.54703552873931,72.41322614720544
254.62295122673,68.28211709230327
254.6988606779273,75.51166110924405
254.77476388233123,79.6430459283225
254.8506608399417,77.57733373426072
254.9265515507588,69.31487965529482
255.00243601478252,66.21662129105769
255.07831423201281,84.80750016810936
255.15418620244972,60.02036755145937
255.2300519260932,66.21662129105769
255.3059114029433,79.6430459283225
255.38176463300002,76.54449248177693
255.4576116162633,80.67591689437263
255.5334523527332,62.08574662523136
255.6092868424097,62.08574662523136
255.6851150852928,73.44602795443247
255.7609370813825,74.47883960427734
255.83675283067882,67.24936430851207
255.9125623331817,72.41322614720544
255.9883655888912,60.02036755145937
256.06416259780735,78.61018487902066
256.13995335993,61.053052244400426
256.21573787525926,56.92237146681045
256.2915161437952,57.95502717604158
256.3672881655377,86.87335161848083
256.4430539404868,62.08574662523136
256.5188134686425,73.44602795443247
256.5945667500048,69.31487965529482
256.6703137845737,84.80750016810936
256.74605457234924,77.57733373426072
256.8217891133313,60.02036755145937
256.89751740752,79.6430459283225
256.9732394549153,61.053052244400426
257.04895525551717,80.67591689437263
257.1246648093257,74.47883960427734
257.2003681163408,62.08574662523136
257.2760651765625,60.02036755145937
257.3517559899908,84.80750016810936
257.4274405566257,79.6430459283225
257.5031188764672,74.47883960427734
257.57879094951534,63.11845070717773
257.65445677577003,78.61018487902066
257.7301163552313,72.41322614720544
257.8057696878992,72.41322614720544
257.8814167737737,64.15116450340457
257.9570576128548,64.15116450340457
258.0326922051425,60.02036755145937
258.1083205506368,83.77458941418736
258.1839426493377,76.54449248177693
258.25955850124524,70.3476520102901
258.33516810635933,73.44602795443247
258.41077146468,63.11845070717773
258.48636857620727,64.15116450340457
258.56195944094117,80.67591689437263
258.6375440588817,66.21662129105769
258.7131224300288,78.61018487902066
258.7886945543825,69.31487965529482
258.8642604319428,66.21662129105769
258.9398200627097,65.1838880270165
259.0153734466832,77.57733373426072
259.09092058386335,85.84042089892331
259.16646147425,58.987692533122036
259.2419961178433,72.41322614720544
259.3175245146432,78.61018487902066
259.3930466646497,79.6430459283225
259.4685625678628,58.987692533122036
259.5440722242825,63.11845070717773
259.6195756339088,80.67591689437263
259.6950727967417,85.84042089892331
259.7705637127812,93.07114635571872
259.84604838202733,79.6430459283225
259.92152680448004,70.3476520102901
259.99699898013927,69.31487965529482
260.0724649090052,76.54449248177693
260.1479245910777,76.54449248177693
260.2233780263568,62.08574662523136
260.2988252148425,56.92237146681045
260.3742661565348,70.3476520102901
260.4497008514337,78.61018487902066
260.52512929953923,78.61018487902066
260.60055150085134,82.74168862524681
260.67596745537,74.47883960427734
260.7513771630953,83.77458941418736
260.8267806240272,89.97220382724772
260.9021778381657,81.70879778931813
260.9775688055108,75.51166110924405
261.0529535260625,69.31487965529482
261.12833199982083,98.23625212143823
261.2037042267857,74.47883960427734
261.2790702069572,76.54449248177693
261.3544299403353,73.44602795443247
261.42978342692004,74.47883960427734
261.5051306667113,72.41322614720544
261.5804716597092,74.47883960427734
261.6558064059137,76.54449248177693
261.7311349053248,75.51166110924405
261.80645715794253,60.02036755145937
261.8817731637668,63.11845070717773
261.9570829227977,69.31487965529482
262.0323864350352,68.28211709230327
262.10768370047936,84.80750016810936
262.18297471913,76.54449248177693
262.2582594909873,70.3476520102901
262.3335380160512,72.41322614720544
262.4088102943217,77.57733373426072
262.4840763257988,60.02036755145937
262.5593361104825,68.28211709230327
262.6345896483728,67.24936430851207
262.7098369394697,100.30236523399942
262.78507798377325,83.77458941418736
262.8603127812833,68.28211709230327
262.935541332,79.6430459283225
263.0107636359233,80.67591689437263
263.0859796930532,82.74168862524681
263.1611895033897,85.84042089892331
263.2363930669328,73.44602795443247
263.3115903836825,87.90629233857462
263.38678145363883,65.1838880270165
263.4619662768017,86.87335161848083
263.53714485317124,62.08574662523136
263.61231718274735,69.31487965529482
263.68748326553,66.21662129105769
263.7626431015193,78.61018487902066
263.8377966907152,63.11845070717773
263.9129440331177,64.15116450340457
263.9880851287268,78.61018487902066
264.06321997754253,68.28211709230327
264.1383485795648,76.54449248177693
264.21347093479375,71.38043417003249
264.2885870432292,76.54449248177693
264.36369690487135,80.67591689437263
264.43880051972,68.28211709230327
264.5138978877753,67.24936430851207
264.58898900903716,84.80750016810936
264.6640738835057,72.41322614720544
264.7391525111808,78.61018487902066
264.8142248920625,77.57733373426072
264.88929102615083,76.54449248177693
264.96435091344574,84.80750016810936
265.03940455394724,89.97220382724772
265.1144519476553,74.47883960427734
265.18949309457,80.67591689437263
265.26452799469126,72.41322614720544
265.3395566480192,60.02036755145937
265.4145790545537,71.38043417003249
265.4895952142948,88.93924307093853
265.5646051272425,82.74168862524681
265.6396087933968,69.31487965529482
265.7146062127577,84.80750016810936
265.78959738532524,82.74168862524681
265.86458231109935,80.67591689437263
265.93956099008005,81.70879778931813
266.0145334222673,82.74168862524681
266.0894996076612,79.6430459283225
266.1644595462617,67.24936430851207
266.2394132380688,69.31487965529482
266.3143606830825,78.61018487902066
