,wavelengths,intensities
0,247.76552,-9.898777424516549
1,247.8419916626033,-14.026942033025158
2,247.9184570784132,-27.442537251285557
3,247.9949162474297,-21.250901275116185
4,248.0713691696528,-29.506349142142536
5,248.1478158450825,-26.41061883347369
6,248.22425627371882,-24.34675695964954
7,248.30069045556172,-24.34675695964954
8,248.3771183906112,-14.026942033025158
9,248.4535400788673,-5.770474740451057
10,248.52995552033002,-26.41061883347369
11,248.6063647149993,-3.706271270190477
12,248.68276766287522,-5.770474740451057
13,248.7591643639577,-16.090972912779232
14,248.8355548182468,-0.6099005156688836
15,248.9119390257425,5.583078656980999
16,248.9883169864448,13.840882461402717
17,249.0646887003537,14.873148344062107
18,249.1410541674692,15.905423260021154
19,249.2174133877913,38.61778855918085
20,249.29376636132,31.39064172868348
21,249.37011308805532,27.261048065801265
22,249.44645356799722,27.261048065801265
23,249.5227878011457,51.00825577542057
24,249.5991157875008,44.812851676869336
25,249.6754375270625,86.122128285868
26,249.7517530198308,96.45191430619133
27,249.82806226580573,88.18800518122916
28,249.9043652649872,91.28689566922264
29,249.9806620173753,88.18800518122916
30,250.05695252297002,93.35287289319221
31,250.1332367817713,99.55104668269412
32,250.20951479377922,96.45191430619133
33,250.2857865589937,106.78271098800424
34,250.3620520774148,95.41889040978299
35,250.43831134904252,115.04808337530152
36,250.51456437387682,121.2475449585354
37,250.59081115191773,135.71440927132613
38,250.6670516831652,107.81584666844488
39,250.7432859676193,110.9153151140662
40,250.81951400528,123.31411492537077
41,250.8957357961473,132.61419466442538
42,250.9719513402212,125.38072640968751
43,251.0481606375017,117.11452926316717
44,251.1243636879888,127.44737948889335
45,251.2005604916825,119.18101643087199
46,251.2767510485828,105.74958552397116
47,251.35293535868973,123.31411492537077
48,251.42911342200318,129.51407423949652
49,251.5052852385233,140.88164357798266
50,251.58145080825,121.2475449585354
51,251.6576101311833,129.51407423949652
52,251.73376320732322,116.08130116429737
53,251.8099100366697,137.78127145468804
54,251.8860506192228,125.38072640968751
55,251.96218495498252,105.74958552397116
56,252.03831304394882,119.18101643087199
57,252.11443488612173,112.9816786862473
58,252.1905504815012,126.41404774512647
59,252.2666598300873,132.61419466442538
60,252.34276293188,111.94849176570439
61,252.41885978687932,130.54743726523552
62,252.49495039508523,136.74783511242367
63,252.5710347564977,110.9153151140662
64,252.6471128711168,136.74783511242367
65,252.7231847389425,119.18101643087199
66,252.79925035997482,127.44737948889335
67,252.87530973421372,123.31411492537077
68,252.9513628616592,116.08130116429737
69,253.0274097423113,124.34741547298488
70,253.10345037617,98.51799243148407
71,253.1794847632353,132.61419466442538
72,253.25551290350722,140.88164357798266
73,253.3315347969857,136.74783511242367
74,253.4075504436708,112.9816786862473
75,253.48355984356252,158.45221696726026
76,253.55956299666082,139.8481756785729
77,253.63555990296572,137.78127145468804
78,253.71155056247719,135.71440927132613
79,253.7875349751953,153.28408270209994
80,253.86351314112,119.18101643087199
81,253.93948506025131,117.11452926316717
82,254.01545073258922,110.9153151140662
83,254.0914101581337,100.58411107440028
84,254.1673633368848,97.48494830969439
85,254.24331026884252,106.78271098800424
86,254.3192509540068,116.08130116429737
87,254.39518539237773,88.18800518122916
88,254.4711135839552,102.65027032331425
89,254.54703552873931,106.78271098800424
90,254.62295122673,124.34741547298488
91,254.6988606779273,96.45191430619133
92,254.77476388233123,122.2808247571411
93,254.8506608399417,135.71440927132613
94,254.9265515507588,127.44737948889335
95,255.00243601478252,103.68336520238405
96,255.07831423201281,98.51799243148407
97,255.15418620244972,104.71647026567413
98,255.2300519260932,111.94849176570439
99,255.3059114029433,93.35287289319221
100,255.38176463300002,98.51799243148407
101,255.4576116162633,103.68336520238405
102,255.5334523527332,104.71647026567413
103,255.6092868424097,97.48494830969439
104,255.6851150852928,98.51799243148407
105,255.7609370813825,116.08130116429737
106,255.83675283067882,105.74958552397116
107,255.9125623331817,122.2808247571411
108,255.9883655888912,101.61718561762035
109,256.06416259780735,126.41404774512647
110,256.13995335993,152.25048779590534
111,256.21573787525926,137.78127145468804
112,256.2915161437952,129.51407423949652
113,256.3672881655377,120.21427551973683
114,256.4430539404868,117.11452926316717
115,256.5188134686425,125.38072640968751
116,256.5945667500048,130.54743726523552
117,256.6703137845737,94.38587660921937
118,256.74605457234924,111.94849176570439
119,256.8217891133313,89.22095864624093
120,256.89751740752,89.22095864624093
121,256.9732394549153,102.65027032331425
122,257.04895525551717,129.51407423949652
123,257.1246648093257,94.38587660921937
124,257.2003681163408,102.65027032331425
125,257.2760651765625,104.71647026567413
126,257.3517559899908,110.9153151140662
127,257.4274405566257,129.51407423949652
128,257.5031188764672,129.51407423949652
129,257.57879094951534,123.31411492537077
130,257.65445677577003,112.9816786862473
131,257.7301163552313,101.61718561762035
132,257.8057696878992,102.65027032331425
133,257.8814167737737,108.84899257590719
134,257.9570576128548,121.2475449585354
135,258.0326922051425,94.38587660921937
136,258.1083205506368,109.88214872094784
137,258.1839426493377,109.88214872094784
138,258.25955850124524,118.14776768201095
139,258.33516810635933,119.18101643087199
140,258.41077146468,137.78127145468804
141,258.48636857620727,169.8230533753413
142,258.56195944094117,118.14776768201095
143,258.6375440588817,116.08130116429737
144,258.7131224300288,116.08130116429737
145,258.7886945543825,107.81584666844488
146,258.8642604319428,101.61718561762035
147,258.9398200627097,112.9816786862473
148,259.0153734466832,115.04808337530152
149,259.09092058386335,122.2808247571411
150,259.16646147425,133.64758905644354
151,259.2419961178433,123.31411492537077
152,259.3175245146432,111.94849176570439
153,259.3930466646497,112.9816786862473
154,259.4685625678628,135.71440927132613
155,259.5440722242825,125.38072640968751
156,259.6195756339088,128.48072165052358
157,259.6950727967417,170.85683019571104
158,259.7705637127812,236.00674537039643
159,259.84604838202733,224.62821686351717
160,259.92152680448004,154.31768824649532
161,259.99699898013927,129.51407423949652
162,260.0724649090052,133.64758905644354
163,260.1479245910777,105.74958552397116
164,260.2233780263568,112.9816786862473
165,260.2988252148425,96.45191430619133
166,260.3742661565348,118.14776768201095
167,260.4497008514337,146.04914130051995
168,260.52512929953923,155.35130443719095
169,260.60055150085134,160.519545364858
170,260.67596745537,138.81471830709702
171,260.7513771630953,109.88214872094784
172,260.8267806240272,110.9153151140662
173,260.9021778381657,126.41404774512647
174,260.9775688055108,147.08267255064993
175,261.0529535260625,177.0597175071467
176,261.12833199982083,163.6206181836156
177,261.2037042267857,135.71440927132613
178,261.2790702069572,148.11621438923925
179,261.3544299403353,127.44737948889335
180,261.42978342692004,110.9153151140662
181,261.5051306667113,128.48072165052358
182,261.5804716597092,128.48072165052358
183,261.6558064059137,132.61419466442538
184,261.7311349053248,121.2475449585354
185,261.80645715794253,124.34741547298488
