,wavelengths,intensities
0,247.76552,-16.231701047839735
1,247.8419916626033,-0.7506463527433799
2,247.9184570784132,-22.423582784894617
3,247.9949162474297,-28.61516171741681
4,248.0713691696528,-7.9753809215297755
5,248.1478158450825,-21.39162363068851
6,248.22425627371882,-21.39162363068851
7,248.30069045556172,-16.231701047839735
8,248.3771183906112,-23.45553352766951
9,248.4535400788673,-26.551335472027823
10,248.52995552033002,-27.58325275403237
11,248.6063647149993,6.4745185787245365
12,248.68276766287522,-10.03951257583227
13,248.7591643639577,6.4745185787245365
14,248.8355548182468,9.57115101117002
15,248.9119390257425,-7.9753809215297755
16,248.9883169864448,14.73238428304685
17,249.0646887003537,-1.7827775036337914
18,249.1410541674692,26.08789500132673
19,249.2174133877913,16.79694069657734
20,249.29376636132,32.28227800282261
21,249.37011308805532,43.639518187442846
22,249.44645356799722,41.57448088955191
23,249.5227878011457,17.829232489985667
24,249.5991157875008,64.29198986536075
25,249.6754375270625,70.48848536353488
26,249.7517530198308,92.17901726068729
27,249.82806226580573,76.68533388870247
28,249.9043652649872,97.34407944093027
29,249.9806620173753,84.94835240729128
30,250.05695252297002,78.75102898406693
31,250.1332367817713,97.34407944093027
32,250.20951479377922,106.64182964156026
33,250.2857865589937,97.34407944093027
34,250.3620520774148,92.17901726068729
35,250.43831134904252,108.70810844047368
36,250.51456437387682,120.07337594384576
37,250.59081115191773,112.84078895566311
38,250.6670516831652,97.34407944093027
39,250.7432859676193,109.74126318886141
40,250.81951400528,113.87398475311899
41,250.8957357961473,113.87398475311899
42,250.9719513402212,96.31104681632772
43,251.0481606375017,129.37316190846636
44,251.1243636879888,122.1399223560325
45,251.2005604916825,115.94040722257058
46,251.2767510485828,122.1399223560325
47,251.35293535868973,110.77442818389846
48,251.42911342200318,144.87468681278807
49,251.5052852385233,143.84117815497282
50,251.58145080825,123.17321110964654
51,251.6576101311833,139.70724905363886
52,251.73376320732322,131.4398955573073
53,251.8099100366697,121.1066439707071
54,251.8860506192228,135.57348837884768
55,251.96218495498252,107.67496392822814
56,252.03831304394882,109.74126318886141
57,252.11443488612173,108.70810844047368
58,252.1905504815012,110.77442818389846
59,252.2666598300873,137.64034769842374
60,252.34276293188,120.07337594384576
61,252.41885978687932,99.41017505156867
62,252.49495039508523,112.84078895566311
63,252.5710347564977,109.74126318886141
64,252.6471128711168,112.84078895566311
65,252.7231847389425,123.17321110964654
66,252.79925035997482,110.77442818389846
67,252.87530973421372,130.40652351045716
68,252.9513628616592,97.34407944093027
69,253.0274097423113,95.27802429728922
70,253.10345037617,85.98127449951008
71,253.1794847632353,116.97363391495247
72,253.25551290350722,115.94040722257058
73,253.3315347969857,121.1066439707071
74,253.4075504436708,111.80760343603481
75,253.48355984356252,126.27313967762016
76,253.55956299666082,115.94040722257058
77,253.63555990296572,123.17321110964654
78,253.71155056247719,115.94040722257058
79,253.7875349751953,113.87398475311899
80,253.86351314112,105.60870556984814
81,253.93948506025131,108.70810844047368
82,254.01545073258922,109.74126318886141
83,254.0914101581337,121.1066439707071
84,254.1673633368848,119.04011826556743
85,254.24331026884252,105.60870556984814
86,254.3192509540068,105.60870556984814
87,254.39518539237773,116.97363391495247
88,254.4711135839552,102.50939453736466
