intensities,wavelengths
-5.770474740451057,247.76552
4.550893343147207,247.8419916626033
-25.378692075801634,247.9184570784132
-26.41061883347369,247.9949162474297
-9.898777424516549,248.0713691696528
-11.962876917711867,248.1478158450825
-30.538242652762012,248.22425627371882
-18.1549697003523,248.30069045556172
-10.930831477203476,248.3771183906112
-22.28286157775981,248.4535400788673
-20.218932540180393,248.52995552033002
-24.34675695964954,248.6063647149993
-16.090972912779232,248.68276766287522
-2.6741564424018653,248.7591643639577
7.647475960297989,248.8355548182468
-12.994913763733297,248.9119390257425
10.744138852195322,248.9883169864448
27.261048065801265,249.0646887003537
23.13160194067445,249.1410541674692
24.163949693929407,249.2174133877913
30.35822942799116,249.29376636132
26.228672741088932,249.37011308805532
38.61778855918085,249.44645356799722
43.780317561055824,249.5227878011457
31.39064172868348,249.5991157875008
63.40009896037831,249.6754375270625
67.53102318953228,249.7517530198308
66.49827750981065,249.82806226580573
65.4655415870328,249.9043652649872
76.82617547937754,249.9806620173753
60.30200787132743,250.05695252297002
64.43281540823128,250.1332367817713
72.69489839194715,250.20951479377922
106.78271098800424,250.2857865589937
97.48494830969439,250.3620520774148
85.08920483202414,250.43831134904252
105.74958552397116,250.51456437387682
93.35287289319221,250.59081115191773
97.48494830969439,250.6670516831652
95.41889040978299,250.7432859676193
81.99049430363613,250.81951400528
73.72770288228104,250.8957357961473
93.35287289319221,250.9719513402212
72.69489839194715,251.0481606375017
83.02338785283216,251.1243636879888
85.08920483202414,251.2005604916825
102.65027032331425,251.2767510485828
107.81584666844488,251.35293535868973
99.55104668269412,251.42911342200318
106.78271098800424,251.5052852385233
119.18101643087199,251.58145080825
95.41889040978299,251.6576101311833
107.81584666844488,251.73376320732322
81.99049430363613,251.8099100366697
91.28689566922264,251.8860506192228
99.55104668269412,251.96218495498252
86.122128285868,252.03831304394882
78.89187327331969,252.11443488612173
101.61718561762035,252.1905504815012
116.08130116429737,252.2666598300873
99.55104668269412,252.34276293188
102.65027032331425,252.41885978687932
102.65027032331425,252.49495039508523
94.38587660921937,252.5710347564977
89.22095864624093,252.6471128711168
93.35287289319221,252.7231847389425
98.51799243148407,252.79925035997482
106.78271098800424,252.87530973421372
96.45191430619133,252.9513628616592
85.08920483202414,253.0274097423113
75.79334141353833,253.10345037617
97.48494830969439,253.1794847632353
102.65027032331425,253.25551290350722
