wavelengths,intensities
298.6129737375248,950.0
298.68517259344253,944.0
298.7573652025668,946.0
298.8295515648977,933.0
298.9017316804352,927.0
298.97390554917934,926.0
299.04607317113005,915.0
299.11823454628734,908.0
299.1903896746512,931.0
299.26253855622167,942.0
299.3346811909988,936.0
299.4068175789825,947.0
299.4789477201728,928.0
299.5510716145697,937.0
299.62318926217324,923.0
299.6953006629833,932.0
299.76740581700005,944.0
299.8395047242233,948.0
299.9115973846532,943.0
299.9836837982897,938.0
300.0557639651328,910.0
300.1278378851825,925.0
300.1999055584388,931.0
300.2719669849017,955.0
300.34402216457124,937.0
300.41607109744734,935.0
300.48811378353,947.0
300.56015022281935,936.0
300.6321804153152,957.0
300.7042043610177,958.0
300.7762220599268,925.0
300.8482335120425,939.0
300.92023871736484,917.0
300.9922376758937,923.0
301.0642303876292,930.0
301.13621685257135,928.0
301.20819707072,925.0
301.28017104207527,938.0
301.3521387666372,934.0
301.4241002444057,926.0
301.4960554753808,919.0
301.56800445956253,930.0
301.6399471969508,926.0
301.7118836875457,945.0
301.7838139313472,952.0
301.8557379283553,976.0
301.92765567857003,1006.0
301.9995671819913,967.0
302.0714724386192,960.0
302.1433714484537,951.0
302.2152642114948,929.0
302.2871507277425,925.0
302.3590309971968,920.0
302.43090501985773,926.0
302.5027727957252,946.0
302.5746343247993,930.0
302.64648960708,933.0
302.7183386425673,928.0
302.7901814312612,927.0
302.8620179731617,936.0
302.9338482682688,941.0
303.0056723165825,927.0
303.0774901181028,944.0
303.1493016728297,925.0
303.22110698076324,930.0
303.29290604190334,939.0
303.36469885625,946.0
303.43648542380333,925.0
303.5082657445632,939.0
303.5800398185297,936.0
303.6518076457028,958.0
303.72356922608253,922.0
303.7953245596688,944.0
303.86707364646173,945.0
303.93881648646123,935.0
304.0105530796673,938.0
304.08228342608004,932.0
304.1540075256993,945.0
304.22572537852517,933.0
304.2974369845577,932.0
304.3691423437968,933.0
304.4408414562425,934.0
304.5125343218948,937.0
304.5842209407537,936.0
304.6559013128192,954.0
304.7275754380913,951.0
304.79924331657,931.0
304.8709049482553,945.0
304.9425603331472,942.0
305.0142094712457,964.0
305.0858523625508,942.0
305.1574890070625,928.0
305.2291194047808,950.0
305.3007435557057,947.0
305.37236145983724,963.0
305.44397311717535,954.0
305.51557852772004,965.0
305.58717769147125,993.0
305.65877060842917,993.0
305.7303572785937,993.0
305.8019377019648,975.0
305.8735118785425,957.0
305.9450798083268,957.0
306.0166414913177,939.0
306.08819692751524,945.0
306.15974611691934,945.0
306.23128905953,950.0
306.3028257553473,931.0
306.37435620437117,976.0
306.4458804066017,988.0
306.5173983620388,969.0
306.5889100706825,973.0
306.6604155325328,940.0
306.7319147475897,956.0
306.8034077158532,944.0
306.87489443732335,969.0
306.946374912,941.0
307.0178491398833,947.0
307.0893171209732,965.0
307.1607788552697,964.0
307.2322343427728,1002.0
307.3036835834825,1001.0
307.3751265773988,1005.0
307.4465633245217,984.0
307.5179938248512,975.0
307.5894180783873,989.0
307.66083608513003,994.0
307.7322478450793,1013.0
307.8036533582352,1006.0
307.8750526245977,1006.0
307.9464456441668,1043.0
308.0178324169425,1145.0
308.0892129429248,1196.0
308.1605872221137,1140.0
308.2319552545092,1050.0
308.3033170401113,1020.0
308.37467257892,1009.0
308.4460218709353,1009.0
308.5173649161572,1025.0
308.5887017145857,1058.0
308.6600322662208,1098.0
308.7313565710625,1062.0
308.8026746291108,1051.0
308.87398644036574,1047.0
308.9452920048272,1054.0
309.01659132249534,1128.0
309.08788439337,1258.0
309.15917121745133,1359.0
309.23045179473917,1237.0
309.3017261252337,1126.0
309.3729942089348,1075.0
309.4442560458425,1054.0
309.5155116359568,1058.0
309.5867609792777,1023.0
309.6580040758052,1005.0
309.72924092553933,1005.0
309.80047152848005,983.0
309.8716958846273,992.0
309.9429139939812,967.0
310.0141258565417,962.0
310.0853314723088,953.0
310.1565308412825,957.0
310.22772396346284,989.0
310.29891083884974,995.0
310.3700914674432,968.0
310.44126584924334,981.0
310.51243398425,981.0
310.5835958724633,955.0
310.6547515138832,948.0
310.7259009085097,956.0
310.7970440563428,954.0
310.8681809573825,931.0
310.9393116116288,970.0
311.01043601908174,943.0
311.0815541797412,950.0
311.1526660936073,949.0
311.22377176068005,953.0
311.29487118095926,955.0
311.3659643544452,958.0
311.4370512811377,955.0
311.5081319610368,940.0
311.5792063941425,943.0
311.65027458045483,954.0
311.7213365199737,954.0
311.7923922126992,950.0
311.8634416586313,961.0
311.93448485777003,951.0
312.00552181011534,923.0
312.0765525156672,959.0
312.1475769744257,947.0
312.2185951863908,939.0
312.2896071515625,935.0
312.36061286994084,962.0
312.4316123415257,937.0
312.50260556631724,945.0
312.5735925443153,948.0
312.64457327552003,961.0
312.71554775993127,935.0
312.78651599754926,942.0
312.8574779883737,976.0
312.9284337324048,973.0
312.9993832296425,949.0
313.0703264800868,941.0
313.1412634837377,938.0
313.21219424059524,943.0
313.28311875065936,947.0
313.35403701393005,932.0
313.42494903040733,945.0
313.4958548000912,931.0
313.5667543229817,952.0
313.6376475990788,933.0
313.7085346283825,961.0
313.7794154108928,933.0
313.85028994660973,950.0
313.9211582355332,942.0
313.9920202776633,957.0
314.06287607300004,954.0
314.1337256215433,951.0
314.20456892329327,982.0
314.2754059782497,947.0
314.3462367864128,949.0
314.4170613477825,953.0
314.4878796623588,956.0
314.55869173014173,960.0
314.62949755113124,958.0
314.7002971253273,969.0
314.77109045273005,968.0
314.84187753333936,979.0
314.9126583671552,968.0
314.9834329541777,977.0
315.0542012944068,991.0
315.1249633878425,1000.0
315.1957192344848,1001.0
315.2664688343337,1005.0
315.33721218738924,1038.0
315.4079492936513,1067.0
315.47868015312,1101.0
315.54940476579526,1164.0
315.62012313167725,1293.0
315.6908352507657,1538.0
315.7615411230608,1817.0
315.8322407485625,1748.0
315.9029341272708,1524.0
315.97362125918573,1401.0
316.0443021443072,1296.0
316.1149767826353,1232.0
316.18564517417,1173.0
316.25630731891135,1122.0
316.3269632168592,1135.0
316.3976128680137,1104.0
316.4682562723748,1079.0
316.5388934299425,1084.0
316.6095243407168,1102.0
316.68014900469774,1080.0
316.7507674218852,1093.0
316.8213795922793,1076.0
316.89198551588004,1049.0
316.9625851926873,1034.0
317.03317862270126,1066.0
317.1037658059217,1078.0
317.1743467423488,1058.0
317.2449214319825,1084.0
317.3154898748228,1097.0
317.3860520708697,1133.0
317.4566080201232,1143.0
317.52715772258335,1237.0
317.59770117825,1323.0
317.6682383871233,1503.0
317.7387693492032,1958.0
317.8092940644897,2387.0
317.8798125329828,2250.0
317.9503247546825,1984.0
318.0208307295888,1782.0
318.0913304577017,1591.0
318.16182393902125,1474.0
318.2323111735473,1378.0
318.30279216128,1289.0
318.37326690221926,1237.0
318.44373539636524,1195.0
318.5141976437177,1193.0
318.5846536442768,1124.0
318.6551033980425,1114.0
318.7255469050148,1093.0
318.7959841651937,1067.0
318.86641517857925,1086.0
318.9368399451713,1134.0
319.00725846497005,1074.0
319.0776707379753,1057.0
319.1480767641872,1027.0
319.2184765436057,1047.0
319.2888700762308,1030.0
319.3592573620625,1033.0
319.4296384011008,1028.0
319.5000131933457,1010.0
319.5703817387972,989.0
319.6407440374553,983.0
319.71110008932004,1007.0
319.7814498943913,1031.0
319.85179345266926,1018.0
319.9221307641537,1001.0
319.9924618288448,1028.0
320.0627866467425,1026.0
320.13310521784683,1019.0
320.2034175421577,1002.0
320.2737236196752,986.0
320.34402345039933,994.0
320.41431703433005,993.0
320.48460437146736,989.0
320.5548854618112,963.0
320.6251603053617,964.0
320.6954289021188,961.0
320.7656912520825,971.0
320.8359473552528,975.0
320.9061972116297,974.0
320.9764408212132,979.0
321.0466781840033,968.0
321.11690930000003,975.0
321.18713416920326,978.0
321.25735279161324,993.0
321.3275651672297,982.0
321.3977712960528,987.0
321.4679711780825,999.0
321.5381648133188,1010.0
321.6083522017617,990.0
321.67853334341123,1004.0
321.74870823826734,996.0
321.81887688633003,965.0
321.88903928759936,952.0
321.9591954420752,973.0
322.0293453497577,976.0
322.0994890106468,988.0
322.1696264247425,1008.0
322.2397575920448,985.0
322.3098825125537,982.0
322.3800011862692,978.0
322.4501136131913,973.0
322.52021979332005,946.0
322.5903197266553,989.0
322.66041341319726,996.0
322.7305008529457,1025.0
322.8005820459008,991.0
322.8706569920625,979.0
322.9407256914308,963.0
323.0107881440057,991.0
323.08084434978724,979.0
323.1508943087753,1001.0
323.22093802097004,1049.0
323.29097548637134,1204.0
323.36100670497916,1078.0
323.4310316767937,1055.0
323.5010504018148,1149.0
323.5710628800425,1038.0
323.6410691114768,1017.0
323.71106909611774,1069.0
323.7810628339652,1081.0
323.85105032501934,1009.0
323.92103156928005,977.0
323.9910065667473,1038.0
324.06097531742125,1037.0
324.1309378213017,998.0
324.2008940783888,965.0
324.2708440886825,958.0
324.3407878521828,943.0
324.4107253688897,963.0
324.4806566388032,965.0
324.55058166192333,950.0
324.62050043825,982.0
324.69041296778335,1031.0
324.7603192505232,996.0
324.8302192864697,956.0
324.9001130756228,974.0
324.9700006179825,969.0
325.0398819135488,1006.0
325.10975696232174,1009.0
325.1796257643012,1000.0
325.24948831948734,998.0
325.31934462788,990.0
325.38919468947927,967.0
325.4590385042852,958.0
325.5288760722977,951.0
325.5987073935168,965.0
325.6685324679425,947.0
325.73835129557483,949.0
325.8081638764137,953.0
325.87797021045924,972.0
325.9477702977113,1023.0
326.01756413817003,1069.0
326.0873517318353,984.0
326.1571330787072,969.0
326.2269081787857,964.0
326.2966770320708,947.0
326.3664396385625,964.0
326.4361959982608,965.0
326.5059461111657,965.0
326.5756899772772,948.0
326.6454275965953,945.0
326.71515896912,936.0
326.7848840948513,948.0
326.85460297378927,946.0
326.9243156059337,970.0
326.9940219912848,965.0
327.0637221298425,990.0
327.1334160216068,953.0
327.2031036665777,965.0
327.2727850647552,952.0
327.34246021613933,946.0
327.41212912073,944.0
327.48179177852734,977.0
327.5514481895312,956.0
327.6210983537417,955.0
327.6907422711588,990.0
327.7603799417825,970.0
327.8300113656128,964.0
327.8996365426497,967.0
327.9692554728932,948.0
328.0388681563433,966.0
328.10847459300004,1001.0
328.1780747828633,965.0
328.24766872593324,941.0
328.3172564222097,963.0
328.3868378716928,959.0
328.4564130743825,969.0
328.5259820302788,981.0
328.5955447393817,1025.0
328.66510120169124,997.0
328.7346514172073,957.0
328.80419538593003,968.0
328.8737331078593,946.0
328.9432645829952,945.0
329.0127898113377,959.0
329.0823087928868,966.0
329.1518215276425,953.0
329.2213280156048,949.0
329.2908282567737,942.0
329.3603222511492,949.0
329.42980999873134,937.0
329.49929149952004,949.0
329.56876675351526,955.0
329.63823576071724,953.0
329.7076985211257,959.0
329.7771550347408,932.0
329.8466053015625,958.0
329.91604932159083,935.0
329.9854870948257,956.0
330.05491862126723,938.0
330.12434390091533,964.0
330.19376293377,959.0
330.26317571983134,976.0
330.3325822590992,945.0
330.40198255157367,948.0
330.4713765972548,982.0
330.5407643961425,961.0
330.61014594823683,953.0
330.6795212535377,955.0
330.7488903120452,955.0
330.81825312375935,966.0
330.88760968868,959.0
330.95696000680726,937.0
331.02630407814127,937.0
331.0956419026817,946.0
331.1649734804288,967.0
331.23429881138253,941.0
331.3036178955428,952.0
331.3729307329097,972.0
331.4422373234832,968.0
