,wavelengths,intensities
0,247.76552,730.0
1,247.8419916626033,746.0
2,247.9184570784132,735.0
3,247.9949162474297,731.0
4,248.0713691696528,703.0
5,248.1478158450825,720.0
6,248.22425627371882,735.0
7,248.30069045556172,724.0
8,248.3771183906112,734.0
9,248.4535400788673,724.0
10,248.52995552033002,729.0
11,248.6063647149993,737.0
12,248.68276766287522,726.0
13,248.7591643639577,727.0
14,248.8355548182468,736.0
15,248.9119390257425,743.0
16,248.9883169864448,772.0
17,249.0646887003537,760.0
18,249.1410541674692,766.0
19,249.2174133877913,788.0
20,249.29376636132,787.0
21,249.37011308805532,768.0
22,249.44645356799722,789.0
23,249.5227878011457,796.0
24,249.5991157875008,811.0
25,249.6754375270625,842.0
26,249.7517530198308,837.0
27,249.82806226580573,823.0
28,249.9043652649872,834.0
29,249.9806620173753,849.0
30,250.05695252297002,864.0
31,250.1332367817713,871.0
32,250.20951479377922,856.0
33,250.2857865589937,860.0
34,250.3620520774148,855.0
35,250.43831134904252,869.0
36,250.51456437387682,892.0
37,250.59081115191773,884.0
38,250.6670516831652,873.0
39,250.7432859676193,868.0
40,250.81951400528,868.0
41,250.8957357961473,869.0
42,250.9719513402212,868.0
43,251.0481606375017,872.0
44,251.1243636879888,862.0
45,251.2005604916825,880.0
46,251.2767510485828,920.0
47,251.35293535868973,931.0
48,251.42911342200318,981.0
49,251.5052852385233,983.0
50,251.58145080825,910.0
51,251.6576101311833,895.0
52,251.73376320732322,910.0
53,251.8099100366697,906.0
54,251.8860506192228,873.0
55,251.96218495498252,882.0
56,252.03831304394882,864.0
57,252.11443488612173,887.0
58,252.1905504815012,873.0
59,252.2666598300873,910.0
60,252.34276293188,915.0
61,252.41885978687932,899.0
62,252.49495039508523,888.0
63,252.5710347564977,892.0
64,252.6471128711168,903.0
65,252.7231847389425,922.0
66,252.79925035997482,919.0
67,252.87530973421372,877.0
68,252.9513628616592,873.0
69,253.0274097423113,855.0
70,253.10345037617,858.0
71,253.1794847632353,880.0
72,253.25551290350722,904.0
73,253.3315347969857,891.0
74,253.4075504436708,873.0
75,253.48355984356252,893.0
76,253.55956299666082,882.0
77,253.63555990296572,881.0
78,253.71155056247719,887.0
