,wavelengths,intensities
0,247.76552,744.0
1,247.8419916626033,730.0
2,247.9184570784132,727.0
3,247.9949162474297,719.0
4,248.0713691696528,725.0
5,248.1478158450825,717.0
6,248.22425627371882,726.0
7,248.30069045556172,733.0
8,248.3771183906112,739.0
9,248.4535400788673,737.0
10,248.52995552033002,740.0
11,248.6063647149993,744.0
12,248.68276766287522,741.0
13,248.7591643639577,738.0
14,248.8355548182468,754.0
15,248.9119390257425,745.0
16,248.9883169864448,763.0
17,249.0646887003537,773.0
18,249.1410541674692,782.0
19,249.2174133877913,781.0
20,249.29376636132,787.0
21,249.37011308805532,781.0
22,249.44645356799722,784.0
23,249.5227878011457,789.0
24,249.5991157875008,807.0
25,249.6754375270625,833.0
26,249.7517530198308,835.0
27,249.82806226580573,842.0
28,249.9043652649872,831.0
29,249.9806620173753,844.0
30,250.05695252297002,842.0
31,250.1332367817713,842.0
32,250.20951479377922,830.0
33,250.2857865589937,850.0
34,250.3620520774148,855.0
35,250.43831134904252,874.0
36,250.51456437387682,885.0
37,250.59081115191773,879.0
38,250.6670516831652,871.0
39,250.7432859676193,848.0
40,250.81951400528,878.0
41,250.8957357961473,862.0
42,250.9719513402212,888.0
43,251.0481606375017,868.0
44,251.1243636879888,860.0
45,251.2005604916825,865.0
46,251.2767510485828,913.0
47,251.35293535868973,889.0
48,251.42911342200318,940.0
49,251.5052852385233,922.0
50,251.58145080825,910.0
51,251.6576101311833,890.0
52,251.73376320732322,884.0
53,251.8099100366697,873.0
54,251.8860506192228,866.0
55,251.96218495498252,855.0
56,252.03831304394882,865.0
57,252.11443488612173,876.0
58,252.1905504815012,892.0
59,252.2666598300873,904.0
60,252.34276293188,890.0
61,252.41885978687932,888.0
62,252.49495039508523,867.0
63,252.5710347564977,859.0
64,252.6471128711168,873.0
65,252.7231847389425,894.0
66,252.79925035997482,883.0
67,252.87530973421372,868.0
68,252.9513628616592,849.0
69,253.0274097423113,845.0
70,253.10345037617,875.0
71,253.1794847632353,851.0
72,253.25551290350722,854.0
73,253.3315347969857,857.0
74,253.4075504436708,848.0
75,253.48355984356252,865.0
76,253.55956299666082,859.0
77,253.63555990296572,866.0
78,253.71155056247719,882.0
79,253.7875349751953,880.0
80,253.86351314112,844.0
81,253.93948506025131,864.0
82,254.01545073258922,859.0
83,254.0914101581337,841.0
84,254.1673633368848,863.0
85,254.24331026884252,867.0
86,254.3192509540068,868.0
87,254.39518539237773,863.0
88,254.4711135839552,850.0
89,254.54703552873931,847.0
90,254.62295122673,850.0
91,254.6988606779273,858.0
92,254.77476388233123,862.0
93,254.8506608399417,849.0
94,254.9265515507588,858.0
95,255.00243601478252,852.0
96,255.07831423201281,861.0
97,255.15418620244972,840.0
98,255.2300519260932,827.0
99,255.3059114029433,843.0
100,255.38176463300002,833.0
101,255.4576116162633,836.0
102,255.5334523527332,839.0
103,255.6092868424097,850.0
104,255.6851150852928,853.0
105,255.7609370813825,844.0
106,255.83675283067882,844.0
107,255.9125623331817,859.0
108,255.9883655888912,855.0
109,256.06416259780735,893.0
110,256.13995335993,874.0
111,256.21573787525926,851.0
112,256.2915161437952,847.0
113,256.3672881655377,841.0
114,256.4430539404868,866.0
115,256.5188134686425,873.0
116,256.5945667500048,863.0
117,256.6703137845737,866.0
118,256.74605457234924,852.0
119,256.8217891133313,840.0
120,256.89751740752,846.0
121,256.9732394549153,860.0
122,257.04895525551717,848.0
123,257.1246648093257,862.0
124,257.2003681163408,847.0
125,257.2760651765625,853.0
126,257.3517559899908,869.0
127,257.4274405566257,864.0
128,257.5031188764672,855.0
129,257.57879094951534,856.0
130,257.65445677577003,865.0
131,257.7301163552313,852.0
132,257.8057696878992,855.0
133,257.8814167737737,847.0
134,257.9570576128548,840.0
135,258.0326922051425,854.0
136,258.1083205506368,870.0
137,258.1839426493377,862.0
138,258.25955850124524,877.0
139,258.33516810635933,878.0
140,258.41077146468,883.0
141,258.48636857620727,882.0
142,258.56195944094117,853.0
143,258.6375440588817,853.0
144,258.7131224300288,856.0
145,258.7886945543825,835.0
146,258.8642604319428,853.0
147,258.9398200627097,852.0
148,259.0153734466832,864.0
149,259.09092058386335,865.0
150,259.16646147425,864.0
151,259.2419961178433,874.0
152,259.3175245146432,853.0
153,259.3930466646497,856.0
154,259.4685625678628,853.0
155,259.5440722242825,849.0
156,259.6195756339088,871.0
157,259.6950727967417,940.0
158,259.7705637127812,972.0
159,259.84604838202733,930.0
160,259.92152680448004,878.0
161,259.99699898013927,849.0
162,260.0724649090052,848.0
163,260.1479245910777,854.0
164,260.2233780263568,853.0
165,260.2988252148425,855.0
166,260.3742661565348,876.0
167,260.4497008514337,879.0
168,260.52512929953923,878.0
169,260.60055150085134,907.0
170,260.67596745537,861.0
171,260.7513771630953,847.0
172,260.8267806240272,871.0
173,260.9021778381657,865.0
174,260.9775688055108,887.0
175,261.0529535260625,886.0
176,261.12833199982083,878.0
177,261.2037042267857,896.0
178,261.2790702069572,899.0
179,261.3544299403353,862.0
180,261.42978342692004,853.0
181,261.5051306667113,852.0
182,261.5804716597092,857.0
183,261.6558064059137,870.0
184,261.7311349053248,853.0
185,261.80645715794253,841.0
186,261.8817731637668,869.0
187,261.9570829227977,873.0
188,262.0323864350352,843.0
189,262.10768370047936,860.0
190,262.18297471913,843.0
191,262.2582594909873,859.0
192,262.3335380160512,856.0
193,262.4088102943217,898.0
194,262.4840763257988,902.0
195,262.5593361104825,880.0
196,262.6345896483728,897.0
197,262.7098369394697,876.0
198,262.78507798377325,870.0
199,262.8603127812833,887.0
200,262.935541332,929.0
201,263.0107636359233,933.0
202,263.0859796930532,892.0
203,263.1611895033897,875.0
204,263.2363930669328,881.0
205,263.3115903836825,863.0
206,263.38678145363883,856.0
207,263.4619662768017,860.0
208,263.53714485317124,839.0
209,263.61231718274735,861.0
210,263.68748326553,849.0
211,263.7626431015193,842.0
212,263.8377966907152,852.0
213,263.9129440331177,842.0
214,263.9880851287268,859.0
215,264.06321997754253,843.0
216,264.1383485795648,852.0
217,264.21347093479375,850.0
218,264.2885870432292,859.0
219,264.36369690487135,843.0
220,264.43880051972,854.0
221,264.5138978877753,855.0
