C 1 @ 279.408,C 1 @ 279.482,C 2 @ 280.146,C 3 @ 285.075,C 3 @ 285.149,K 1 @ 460.714,K 1 @ 460.716,K 2 @ 553.656,K 3 @ 280.146,N 1 @ 589.024,N 1 @ 589.116,N 2 @ 279.482,N 3 @ 334.762,N 4 @ 421.624,N 5 @ 443.506,N 5 @ 443.613,P 1 @ 334.762,P 1 @ 334.83,P 2 @ 553.656,P 3 @ 317.881,P 4 @ 407.871
498.8673856517359,498.8673856517359,0.0,174.3746265549156,0.0,0.0,0.0,288.7442308546531,0.0,646.9591636628343,646.9591636628343,0.0,0.0,0.0,142.2751892049835,142.2751892049835,264.01718631501916,264.01718631501916,0.0,0.0,0.0
534.897514956125,534.897514956125,0.0,179.6175711263355,0.0,0.0,0.0,230.0176746186199,0.0,547.7739028669216,547.7739028669216,0.0,0.0,50.926975906604405,107.17608409231775,107.17608409231775,230.29074508472604,230.29074508472604,0.0,0.0,0.0
650.8351589897036,650.8351589897036,0.0,213.63028080392243,0.0,0.0,0.0,248.47769234238461,0.0,614.2057428772604,614.2057428772604,0.0,0.0,0.0,113.87032738102349,113.87032738102349,256.4367978751309,256.4367978751309,0.0,0.0,0.0
609.5381492449924,609.5381492449924,0.0,210.21977727475266,0.0,0.0,0.0,256.81035501315824,0.0,614.7130510282824,614.7130510282824,0.0,0.0,0.0,121.10749648023327,121.10749648023327,256.76986953872847,256.76986953872847,0.0,0.0,0.0
761.993421481973,761.993421481973,0.0,242.30926307723277,0.0,0.0,0.0,321.82129114187336,0.0,782.124042712093,782.124042712093,0.0,0.0,0.0,141.2123823320774,141.2123823320774,298.3416576083493,298.3416576083493,0.0,0.0,0.0
555.8375758037521,555.8375758037521,0.0,190.34125819825184,0.0,0.0,0.0,290.85223355406316,0.0,623.092355104338,623.092355104338,0.0,0.0,0.0,134.59149482955823,134.59149482955823,251.78394909177933,251.78394909177933,0.0,0.0,0.0
579.8242015346266,579.8242015346266,0.0,197.0486861110842,0.0,0.0,0.0,243.03852640854657,0.0,563.6102456552672,563.6102456552672,0.0,0.0,0.0,110.8897534804191,110.8897534804191,246.99861473208446,246.99861473208446,0.0,0.0,0.0
580.2841998962938,580.2841998962938,0.0,192.25506522811943,0.0,0.0,0.0,226.74610784260028,0.0,494.0329267576779,494.0329267576779,0.0,0.0,0.0,110.9364050048855,110.9364050048855,228.19024258068862,228.19024258068862,0.0,0.0,0.0
450.5212860460306,450.5212860460306,0.0,182.4905603614252,0.0,0.0,0.0,224.35152137449305,0.0,569.2614798172339,569.2614798172339,0.0,0.0,53.08825465034045,94.10130460302709,94.10130460302709,212.65015436898602,212.65015436898602,0.0,0.0,0.0
574.1250590991294,574.1250590991294,0.0,203.68810569636693,0.0,0.0,0.0,249.0227723717626,0.0,670.0836371745839,670.0836371745839,0.0,0.0,0.0,117.53062383693103,117.53062383693103,243.5088422469712,243.5088422469712,0.0,0.0,0.0
