C 1 @ 279.408,C 1 @ 279.482,C 2 @ 280.146,C 3 @ 285.075,C 3 @ 285.149,K 1 @ 460.714,K 1 @ 460.716,K 2 @ 553.656,K 3 @ 280.146,N 1 @ 589.024,N 1 @ 589.116,N 2 @ 279.482,N 3 @ 334.762,N 4 @ 421.624,N 5 @ 443.506,N 5 @ 443.613,P 1 @ 334.762,P 1 @ 334.83,P 2 @ 553.656,P 3 @ 317.881,P 4 @ 407.871
486.6003849210841,486.6003849210841,0.0,170.77002779701974,0.0,0.0,0.0,296.90237020028206,0.0,601.2784911029113,601.2784911029113,0.0,0.0,0.0,169.72876404966,169.72876404966,221.73440806817766,221.73440806817766,0.0,0.0,0.0
337.0564363024555,337.0564363024555,0.0,142.02103879253534,0.0,0.0,0.0,180.8925908107718,0.0,426.5146622203979,426.5146622203979,0.0,0.0,0.0,107.77564118386248,107.77564118386248,201.20639934905336,201.20639934905336,0.0,0.0,0.0
408.1648910410928,408.1648910410928,0.0,159.74477549429378,0.0,0.0,0.0,214.11598152438157,0.0,575.8056981416967,575.8056981416967,0.0,0.0,0.0,123.42313668462566,123.42313668462566,224.63667492919853,224.63667492919853,0.0,0.0,0.0
525.7669659497922,525.7669659497922,0.0,178.96408749506472,0.0,0.0,0.0,266.72669445733544,0.0,674.5381560522877,674.5381560522877,0.0,0.0,0.0,139.42648785767616,139.42648785767616,248.9497988228234,248.9497988228234,0.0,0.0,0.0
439.87943723943005,439.87943723943005,0.0,157.45090146880804,0.0,0.0,0.0,250.93783711142237,0.0,887.9474912546411,887.9474912546411,0.0,0.0,0.0,132.1732382483128,132.1732382483128,215.86900440074885,215.86900440074885,0.0,0.0,0.0
516.4257820326604,516.4257820326604,0.0,184.6868616285367,0.0,0.0,0.0,264.05181325170764,0.0,711.5590267833607,711.5590267833607,0.0,0.0,0.0,141.93462941682176,141.93462941682176,262.85612467302735,262.85612467302735,0.0,0.0,0.0
555.2074912341391,555.2074912341391,0.0,191.92734456442375,0.0,0.0,0.0,315.29431745617177,0.0,1132.4728770695458,1132.4728770695458,0.0,0.0,84.4568654853014,146.11179465975184,146.11179465975184,341.1133326863344,341.1133326863344,0.0,0.0,0.0
514.100073987694,514.100073987694,0.0,177.2401576707849,0.0,0.0,0.0,307.2079855390165,0.0,672.3161454613993,672.3161454613993,0.0,0.0,0.0,161.05246614898113,161.05246614898113,248.14684000064446,248.14684000064446,0.0,0.0,0.0
511.2053999029171,511.2053999029171,0.0,182.8943252001464,0.0,0.0,0.0,280.93532767121764,0.0,676.7809534512404,676.7809534512404,0.0,0.0,0.0,150.7185084454572,150.7185084454572,239.62912655818627,239.62912655818627,0.0,0.0,0.0
346.8462401847585,346.8462401847585,0.0,138.8823232563996,0.0,0.0,0.0,173.6312643660677,0.0,568.9573212256571,568.9573212256571,0.0,0.0,0.0,97.94278715447864,97.94278715447864,206.37798503476685,206.37798503476685,0.0,0.0,0.0
