C 1 @ 279.408,C 1 @ 279.482,C 2 @ 280.146,C 3 @ 285.075,C 3 @ 285.149,K 1 @ 460.714,K 1 @ 460.716,K 2 @ 553.656,K 3 @ 280.146,N 1 @ 589.024,N 1 @ 589.116,N 2 @ 279.482,N 3 @ 334.762,N 4 @ 421.624,N 5 @ 443.506,N 5 @ 443.613,P 1 @ 334.762,P 1 @ 334.83,P 2 @ 553.656,P 3 @ 317.881,P 4 @ 407.871
501.943908794804,501.943908794804,0.0,187.2888308392748,0.0,0.0,0.0,269.91638094628695,0.0,544.2631622945039,544.2631622945039,0.0,0.0,0.0,148.0150092484941,148.0150092484941,209.41837212561285,209.41837212561285,0.0,0.0,0.0
451.0341389882701,451.0341389882701,0.0,171.32857821324444,0.0,0.0,0.0,234.8211877896406,0.0,435.7848894151684,435.7848894151684,0.0,0.0,0.0,115.17992842607303,115.17992842607303,186.66307374748354,186.66307374748354,0.0,0.0,0.0
481.21264843177187,481.21264843177187,0.0,171.85552221198864,0.0,0.0,0.0,237.45303794623283,0.0,494.0793620584059,494.0793620584059,0.0,0.0,61.37502031949299,134.4151369649908,134.4151369649908,214.2535556265447,214.2535556265447,0.0,0.0,0.0
531.7376118444749,531.7376118444749,0.0,184.45444313036808,0.0,0.0,0.0,253.51465454193436,0.0,520.4855323176448,520.4855323176448,0.0,0.0,0.0,126.47515498842864,126.47515498842864,234.6785082029811,234.6785082029811,0.0,0.0,0.0
508.28913760479537,508.28913760479537,0.0,183.67370340853108,0.0,0.0,0.0,303.09413210708465,0.0,499.49987922667736,499.49987922667736,0.0,0.0,0.0,161.62546089593914,161.62546089593914,229.77116408598326,229.77116408598326,0.0,0.0,0.0
525.18801730546,525.18801730546,0.0,186.90972210334562,0.0,0.0,0.0,265.1019064454064,0.0,516.4781115561526,516.4781115561526,0.0,0.0,0.0,117.48453287599025,117.48453287599025,223.69589134365418,223.69589134365418,0.0,0.0,0.0
554.3163552411464,554.3163552411464,0.0,202.45970122263805,0.0,0.0,0.0,289.68371056387485,0.0,708.8922849335388,708.8922849335388,0.0,0.0,0.0,131.60805347568547,131.60805347568547,204.3196297452547,204.3196297452547,0.0,0.0,0.0
563.1168382768275,563.1168382768275,0.0,206.41901798899892,0.0,0.0,0.0,285.8342963039301,0.0,607.0970064815282,607.0970064815282,0.0,0.0,0.0,152.02107530168087,152.02107530168087,213.53117540018306,213.53117540018306,0.0,0.0,0.0
536.2300616768173,536.2300616768173,0.0,201.34856346145557,0.0,0.0,0.0,285.9372162249863,0.0,499.2863135513025,499.2863135513025,0.0,0.0,0.0,158.99331562843673,158.99331562843673,224.88082569063442,224.88082569063442,0.0,0.0,0.0
582.3572111671863,582.3572111671863,0.0,205.5895970243978,0.0,0.0,0.0,352.50290565697765,0.0,641.0244567704765,641.0244567704765,0.0,0.0,0.0,191.46994447114534,191.46994447114534,227.1065192113211,227.1065192113211,0.0,0.0,0.0
554.4040487966345,554.4040487966345,0.0,188.71609237910556,0.0,0.0,0.0,257.30445340355715,0.0,593.4014255548192,593.4014255548192,0.0,0.0,0.0,125.20786657654843,125.20786657654843,236.63515429105124,236.63515429105124,0.0,0.0,0.0
635.0395033578312,635.0395033578312,0.0,228.48601549347057,0.0,0.0,0.0,325.2301437170321,0.0,632.843191139782,632.843191139782,0.0,0.0,0.0,171.83556135043145,171.83556135043145,248.3464468482618,248.3464468482618,0.0,0.0,0.0
650.7405937311106,650.7405937311106,0.0,220.51785340305253,0.0,0.0,0.0,306.07044938082856,0.0,894.931042889858,894.931042889858,0.0,0.0,68.30701607293011,146.3872494651621,146.3872494651621,270.6923156295217,270.6923156295217,0.0,0.0,0.0
682.5259200762387,682.5259200762387,0.0,232.97213115295676,0.0,0.0,0.0,314.62759454367193,0.0,617.6720835169288,617.6720835169288,0.0,0.0,0.0,164.23404998288387,164.23404998288387,256.76710500798634,256.76710500798634,0.0,0.0,0.0
552.120953199427,552.120953199427,0.0,201.1471614558472,0.0,0.0,0.0,287.39010348849615,0.0,683.4069537790949,683.4069537790949,0.0,0.0,0.0,143.5331639757174,143.5331639757174,217.95417187924787,217.95417187924787,0.0,0.0,0.0
575.9865433666611,575.9865433666611,0.0,203.115139629225,0.0,0.0,0.0,253.70457841965916,0.0,711.9189197227761,711.9189197227761,0.0,0.0,0.0,128.96316192041525,128.96316192041525,254.3211524002564,254.3211524002564,0.0,0.0,0.0
611.6068470358051,611.6068470358051,0.0,217.9720516305943,0.0,0.0,0.0,280.2500023575205,0.0,630.6854220060835,630.6854220060835,0.0,0.0,0.0,139.23899120681324,139.23899120681324,242.80202582626552,242.80202582626552,0.0,0.0,0.0
423.13648659439775,423.13648659439775,0.0,163.704411111249,0.0,0.0,0.0,210.65367119151364,0.0,485.0938416111924,485.0938416111924,0.0,0.0,0.0,111.10672538976536,111.10672538976536,204.1556462435508,204.1556462435508,0.0,0.0,0.0
552.0824563491299,552.0824563491299,0.0,195.96043866764947,0.0,0.0,0.0,245.56431586912748,0.0,574.9236900430047,574.9236900430047,0.0,0.0,0.0,127.75635114042196,127.75635114042196,226.85816540084753,226.85816540084753,0.0,0.0,0.0
661.4787735174572,661.4787735174572,0.0,230.71040109672273,0.0,0.0,0.0,319.22086639525054,0.0,981.2624870335476,981.2624870335476,0.0,0.0,0.0,163.2559060401963,163.2559060401963,270.7185790403261,270.7185790403261,0.0,0.0,0.0
485.51837828332975,485.51837828332975,0.0,178.159774332477,0.0,0.0,0.0,234.9440409366585,0.0,673.6268314299807,673.6268314299807,0.0,0.0,0.0,117.7527097544156,117.7527097544156,213.5254572087822,213.5254572087822,0.0,0.0,0.0
615.9702624045466,615.9702624045466,0.0,214.48104876631797,0.0,0.0,0.0,381.3668454646905,0.0,580.7737743343797,580.7737743343797,0.0,0.0,0.0,188.38315184546295,188.38315184546295,234.90924291327818,234.90924291327818,0.0,0.0,0.0
531.4800605526226,531.4800605526226,0.0,179.59894472130256,0.0,0.0,0.0,274.04913564616203,0.0,425.6932462381092,425.6932462381092,0.0,0.0,0.0,132.81603700411554,132.81603700411554,209.29001681779434,209.29001681779434,0.0,0.0,0.0
503.9291458783244,503.9291458783244,0.0,206.65429106303304,0.0,0.0,0.0,288.53726767129666,0.0,816.6220788189802,816.6220788189802,0.0,0.0,0.0,134.52444828255972,134.52444828255972,225.62317103384854,225.62317103384854,0.0,0.0,0.0
653.3371559720157,653.3371559720157,0.0,231.82997857699812,0.0,0.0,0.0,297.17637298419106,0.0,720.8678843921616,720.8678843921616,0.0,0.0,0.0,154.68734675190223,154.68734675190223,236.41088280161395,236.41088280161395,0.0,0.0,0.0
